Volcano Name;Year;Month;Day;Elevation;Volcano Type;Status;Location;Country;Flag Tsunami;Flag Earthquake;Volcanic Explosivity Index;Deaths;Missing;Injuries;Damage (in M$);Damage Description;Houses destroyed;Lat;Lon;Height
Taupo;1910;3;20;760;Caldera;Radiocarbon;New Zealand;New Zealand;;;;1;;;;;;-38.82;176;0
Hakone;1952;3;27;1438;Complex volcano;Radiocarbon;Honshu-Japan;Japan;;;;1;;;;;;35.22;139.02;0
Aso;1953;4;27;1592;Caldera;Historical;Kyushu-Japan;Japan;;;2;6;;;;;;32.88;131.1;0
Irazu;1963;3;17;3432;Stratovolcano;Historical;Costa Rica;Costa Rica;;;3;15;;;;;;9.979;-83.852;0
Ritter Island;1974;10;17;140;Stratovolcano;Historical;New Guinea-NE of;Papua New Guinea;Tsunami;;1;;;;;;;-5.52;148.121;0
Merapi;1986;10;15;2947;Stratovolcano;Historical;Java;Indonesia;;;2;1;;;;;;-7.542;110.442;0
Pacaya;1987;1;25;2552;Complex volcano;Historical;Guatemala;Guatemala;;;3;;;15;;LIMITED (roughly corresponding to less than $1 million);63;14.381;-90.601;0
Rabaul;1990;6;24;688;Pyroclastic shield;Historical;New Britain-SW Pac;Papua New Guinea;;;;6;;;;;;-4.271;152.203;0
Pinatubo;1993;10;4;1486;Stratovolcano;Historical;Luzon-Philippines;Philippines;;;;14;;;;;;15.13;120.35;0
Miyake-jima;2000;6;27;815;Stratovolcano;Historical;Izu Is-Japan;Japan;Tsunami;Earthquake;2;;;;;LIMITED (roughly corresponding to less than $1 million);;34.08;139.53;0
Mayon;2006;11;30;2462;Stratovolcano;Historical;Luzon-Philippines;Philippines;;;1;1266;;;;LIMITED (roughly corresponding to less than $1 million);;13.257;123.685;0
Redoubt;2009;3;23;3108;Stratovolcano;Historical;Alaska-SW;United States;;;;;;;;LIMITED (roughly corresponding to less than $1 million);;60.48;-152.75;0
Sinabung;2016;5;21;2460;Stratovolcano;Holocene;Sumatra;Indonesia;;;;7;;3;100;EXTREME (~$25 million or more);;3.17;98.392;0
Kusatsu-Shirane;2018;1;23;2176;Stratovolcano;Historical;Honshu-Japan;Japan;;;;1;;11;;LIMITED (roughly corresponding to less than $1 million);;36.62;138.55;0
Stromboli;2019;7;3;926;Stratovolcano;Historical;Italy;Italy;;;2;1;;1;;;;38.789;15.213;0
Aniakchak;-1645;;;1341;Caldera;Historical;Alaska Peninsula;United States;;;6;;;;;;;56.88;-158.17;0
Hekla;1636;5;15;1491;Stratovolcano;Historical;Iceland-S;Iceland;;;3;;;;;LIMITED (roughly corresponding to less than $1 million);;63.98;-19.7;0
Etna;1669;3;19;3350;Stratovolcano;Historical;Italy;Italy;;;3;2;;5;;;;37.734;15.004;0
Vesuvius;1698;5;;1281;Complex volcano;Historical;Italy;Italy;Tsunami;;3;;;;;;;40.821;14.426;0
Tenerife;1706;5;5;3715;Stratovolcano;Historical;Canary Is;Spain;Tsunami;;2;;;;;SEVERE (~>$5 to $24 million);;28.271;-16.641;0
Fuji;1707;12;16;3776;Stratovolcano;Historical;Honshu-Japan;Japan;;Earthquake;4;;;;;LIMITED (roughly corresponding to less than $1 million);75;35.35;138.73;0
Dieng Volc Complex;1826;10;11;2565;Complex volcano;Historical;Java;Indonesia;;;2;;;;;;;-7.2;109.92;0
Etna;1832;11;1;3350;Stratovolcano;Historical;Italy;Italy;;;2;;;;;;;37.734;15.004;0
Cosiguina;1835;1;20;872;Stratovolcano;Historical;Nicaragua;Nicaragua;;;5;;;;;;;12.98;-87.57;0
Grimsvotn;1860;;;1725;Caldera;Historical;Iceland-NE;Iceland;;;;1;;;;;;64.42;-17.33;0
Gamalama;1871;8;7;1715;Stratovolcano;Historical;Halmahera-Indonesia;Indonesia;;;2;1;;1;;;;0.8;127.325;0
Sinarka;1872;;;934;Stratovolcano;Historical;Kuril Is;Russia;;;4;;;;;;;48.875;154.175;0
Dona Juana;1899;11;13;4150;Stratovolcano;Historical;Colombia;Colombia;;;4;55;;;;;;1.47;-76.92;0
Vesuvius;1905;3;10;1281;Complex volcano;Historical;Italy;Italy;;;2;1;;1;;;;40.821;14.426;0
Kilauea;1924;5;10;1222;Shield volcano;Historical;Hawaiian Is;United States;;;2;1;;;;;;19.425;-155.292;0
Asama;1931;8;20;2560;Complex volcano;Historical;Honshu-Japan;Japan;;;3;3;;;;;;36.4;138.53;0
Mayon;1947;1;7;2462;Stratovolcano;Historical;Luzon-Philippines;Philippines;;;2;;;;;;;13.257;123.685;0
Vsevidof;1957;3;11;2149;Stratovolcano;Historical;Aleutian Is;United States;;Earthquake;2;;;;;;;53.13;-168.68;0
Batur;1963;9;5;1717;Caldera;Historical;Lesser Sunda Is;Indonesia;;;2;2;;;;;;-8.242;115.375;0
Lengai, Ol Doinyo;1967;7;8;2890;Stratovolcano;Historical;Africa-E;Tanzania;;;3;;;;;LIMITED (roughly corresponding to less than $1 million);;-2.751;35.902;0
Iya;1969;1;28;637;Stratovolcano;Historical;Lesser Sunda Is;Indonesia;;;3;2;;10;;;287;-8.88;121.63;0
Semeru;1988;7;30;3676;Stratovolcano;Historical;Java;Indonesia;;;3;1;;;;;;-8.108;112.92;0
Aso;1990;3;26;1592;Caldera;Historical;Kyushu-Japan;Japan;;;2;1;;;;;;32.88;131.1;0
Huila;1994;6;6;5365;Stratovolcano;Historical;Colombia;Colombia;;Earthquake;;;;;;;;2.92;-76.05;0
Shiveluch;1999;8;15;3283;Stratovolcano;Historical;Kamchatka;Russia;;;4;;;;;LIMITED (roughly corresponding to less than $1 million);;56.653;161.36;0
Tungurahua;1999;10;16;5023;Stratovolcano;Historical;Ecuador;Ecuador;;;3;1;;4;;;;-1.467;-78.442;0
White Island;2019;12;9;321;Stratovolcano;Historical;New Zealand;New Zealand;;;2;21;;24;;;;-37.52;177.18;0
Katla;1357;;;1512;Subglacial volcano;Historical;Iceland-S;Iceland;;;4;;;;;LIMITED (roughly corresponding to less than $1 million);;63.63;-19.05;0
Kelut;1586;;;1731;Stratovolcano;Historical;Java;Indonesia;;;5;10000;;;;;;-7.93;112.308;0
Tseax River Cone;1730;;;609;Pyroclastic cone;Radiocarbon;Canada;Canada;;;;;;;;;;55.12;-128.9;0
Kilauea;1823;2;;1222;Shield volcano;Historical;Hawaiian Is;United States;;;0;;;;;;;19.425;-155.292;0
Merapi;1832;12;25;2947;Stratovolcano;Historical;Java;Indonesia;;;3;32;;;;;;-7.542;110.442;0
Gamalama;1838;2;26;1715;Stratovolcano;Historical;Halmahera-Indonesia;Indonesia;;;2;4;;;;;;0.8;127.325;0
Mayon;1858;1;;2462;Stratovolcano;Historical;Luzon-Philippines;Philippines;;;2;;;;;;;13.257;123.685;0
Aso;1872;12;;1592;Caldera;Historical;Kyushu-Japan;Japan;;;3;4;;;;;;32.88;131.1;0
Stromboli;1879;2;4;926;Stratovolcano;Historical;Italy;Italy;Tsunami;;2;;;;;;;38.789;15.213;0
Azuma;1893;5;19;2024;Stratovolcano;Historical;Honshu-Japan;Japan;;;2;2;;;;;;37.73;140.25;0
Banua Wuhu;1918;7;18;-5;Submarine volcano;Historical;Sangihe Is-Indonesia;Indonesia;Tsunami;;3;;;;;;;3.138;125.491;0
Miyake-jima;1940;7;12;815;Stratovolcano;Historical;Izu Is-Japan;Japan;;;2;11;;20;;;;34.08;139.53;0
Tinakula;1966;1;13;851;Stratovolcano;Historical;Santa Cruz Is-SW Pac;Solomon Is.;Tsunami;;3;;;;;;;-10.38;165.8;0
Hekla;1970;5;5;1491;Stratovolcano;Historical;Iceland-S;Iceland;;;3;;;;;LIMITED (roughly corresponding to less than $1 million);;63.98;-19.7;0
Fuego;1974;10;10;3763;Stratovolcano;Historical;Guatemala;Guatemala;;;4;;;;;MODERATE (~$1 to $5 million);;14.473;-90.88;0
Marapi;1975;1;;2891;Complex volcano;Historical;Sumatra;Indonesia;;;2;80;;;;SEVERE (~>$5 to $24 million);;-0.381;100.473;0
Krafla;1977;4;27;650;Caldera;Historical;Iceland-NE;Iceland;;;1;;;;;LIMITED (roughly corresponding to less than $1 million);;65.73;-16.78;0
On-take;1984;9;14;3063;Complex volcano;Historical;Honshu-Japan;Japan;;;;29;;;;;;35.9;137.48;0
Aso;1989;2;12;1592;Caldera;Historical;Kyushu-Japan;Japan;;;;1;;;;;;32.88;131.1;0
Mutnovsky;1991;6;;2322;Complex volcano;Historical;Kamchatka;Russia;;;;1;;;;;;52.453;158.195;0
Hudson, Cerro;1991;8;8;1905;Stratovolcano;Historical;Chile-S;Chile;;;5;;;;;LIMITED (roughly corresponding to less than $1 million);;-45.9;-72.97;0
Dieng Volc Complex;1992;3;18;2565;Complex volcano;Historical;Java;Indonesia;;;;1;;2;;;;-7.2;109.92;0
Mayon;1993;2;2;2462;Stratovolcano;Historical;Luzon-Philippines;Philippines;;;2;75;;;;;;13.257;123.685;0
Kelimutu;1995;5;15;1640;Complex volcano;Historical;Lesser Sunda Is;Indonesia;;;;1;;;;;;-8.758;121.83;0
Okataina;2015;10;;1111;Lava dome;Historical;New Zealand;New Zealand;;;;1;;;;;;-38.12;176.5;0
Kadovar;2018;2;9;365;Stratovolcano;Holocene;New Guinea-NE of;Papua New Guinea;Tsunami;;;;;;;;;-3.62;144.62;0
Quilotoa;1280;;;3914;Caldera;Radiocarbon;Ecuador;Ecuador;;;6;;;;;LIMITED (roughly corresponding to less than $1 million);;-0.85;-78.9;0
Augustine;1540;;;1252;Lava dome;Historical;Alaska-SW;United States;Tsunami;;4;;;;;;;59.37;-153.42;0
Long Island;1660;;;1280;Complex volcano;Historical;New Guinea-NE of;Papua New Guinea;Tsunami;;6;2000;;;;SEVERE (~>$5 to $24 million);;-5.358;147.12;0
Tate-yama;1858;4;23;2621;Stratovolcano;Historical;Honshu-Japan;Japan;;Earthquake;;;;;;;;36.57;137.6;0
Kelut;1864;1;3;1731;Stratovolcano;Historical;Java;Indonesia;;;2;54;;;;;;-7.93;112.308;0
Ragang;1873;1;16;2815;Stratovolcano;Historical;Mindanao-Philippines;Philippines;;;2;;;;;;;7.67;124.5;0
Tori-shima;1902;8;7;403;Stratovolcano;Historical;Izu Is-Japan;Japan;;;3;125;;;;;;30.48;140.32;0
Alayta;1907;8;4;1501;Shield volcano;Historical;Africa-NE;Ethiopia;;;2;;;;;;;12.88;40.57;0
Semeru;1909;9;;3676;Stratovolcano;Historical;Java;Indonesia;;;2;221;;;;LIMITED (roughly corresponding to less than $1 million);;-8.108;112.92;0
Kelut;1919;5;19;1731;Stratovolcano;Historical;Java;Indonesia;;;4;5110;;;;;9000;-7.93;112.308;0
Nasu;1919;7;6;1917;Stratovolcano;Historical;Honshu-Japan;Japan;;;;2;;;;;;37.12;139.97;0
Izalco;1920;10;29;1950;Stratovolcano;Historical;El Salvador;El Salvador;;;3;;;;;;;13.813;-89.633;0
Bandai;1938;5;9;1819;Stratovolcano;Historical;Honshu-Japan;Japan;;;;2;;;;;;37.6;140.08;0
Villarrica;1949;1;1;2847;Stratovolcano;Historical;Chile-C;Chile;;;3;54;;;;MODERATE (~$1 to $5 million);;-39.42;-71.93;0
Fuego;1963;9;28;3763;Stratovolcano;Historical;Guatemala;Guatemala;;;3;7;;;;;;14.473;-90.88;0
Mayon;1968;4;21;2462;Stratovolcano;Historical;Luzon-Philippines;Philippines;;;3;6;;;;;;13.257;123.685;0
Semeru;1985;5;10;3676;Stratovolcano;Historical;Java;Indonesia;;;3;70;;;;;;-8.108;112.92;0
Marapi;1992;7;5;2891;Complex volcano;Historical;Sumatra;Indonesia;;;2;1;;5;;;;-0.381;100.473;0
Stromboli;2001;10;20;926;Stratovolcano;Historical;Italy;Italy;;;2;1;;;;;;38.789;15.213;0
Manam;2004;10;24;1807;Stratovolcano;Historical;New Guinea-NE of;Papua New Guinea;;;4;5;;;;;;-4.1;145.061;0
Sarigan;2010;5;29;538;Stratovolcano;Holocene;Mariana Is-C Pacific;United States;Tsunami;Earthquake;;;;;;;;16.708;145.78;0
Etna;2018;12;26;3350;Stratovolcano;Historical;Italy;Italy;;Earthquake;2;;;;;;;37.734;15.004;0
Taal;2020;1;12;400;Stratovolcano;Historical;Luzon-Philippines;Philippines;;;;;;;67;EXTREME (~$25 million or more);4573;14.002;120.993;0
Kelut;1334;;;1731;Stratovolcano;Historical;Java;Indonesia;;;3;;;;;;;-7.93;112.308;0
Gamkonora;1564;12;31;1635;Stratovolcano;Historical;Halmahera-Indonesia;Indonesia;;;3;;;;;;;1.375;127.52;0
Awu;1711;12;11;1320;Stratovolcano;Historical;Sangihe Is-Indonesia;Indonesia;;;3;3000;;;;;;3.67;125.5;0
Vesuvius;1873;;;1281;Complex volcano;Historical;Italy;Italy;;;;9;;;;;;40.821;14.426;0
Cotopaxi;1877;6;25;5911;Stratovolcano;Historical;Ecuador;Ecuador;;;4;340;;;;;;-0.677;-78.436;0
Awu;1892;6;7;1320;Stratovolcano;Historical;Sangihe Is-Indonesia;Indonesia;Tsunami;;3;1532;;;;SEVERE (~>$5 to $24 million);;3.67;125.5;0
Semeru;1895;5;22;3676;Stratovolcano;Historical;Java;Indonesia;;;2;;;;;LIMITED (roughly corresponding to less than $1 million);;-8.108;112.92;0
Karkar;1895;6;17;1839;Stratovolcano;Historical;New Guinea-NE of;Papua New Guinea;;;2;1;;;;;;-4.649;145.964;0
Pelee;1902;5;20;1397;Stratovolcano;Historical;W Indies;Martinique;Tsunami;;;;;;;;;14.82;-61.17;0
Karthala;1904;2;25;2361;Shield volcano;Historical;Indian O-W;Comoros;;;2;1;;;;LIMITED (roughly corresponding to less than $1 million);;-11.75;43.38;0
Vesuvius;1906;4;4;1281;Complex volcano;Historical;Italy;Italy;Tsunami;;3;350;;300;;;;40.821;14.426;0
Etna;1928;11;2;3350;Stratovolcano;Historical;Italy;Italy;;;1;5;;;;;;37.734;15.004;0
Calbuco;1929;1;6;2003;Stratovolcano;Historical;Chile-S;Chile;;;3;;;;;;;-41.326;-72.614;0
Merapi;1930;12;18;2947;Stratovolcano;Historical;Java;Indonesia;;;3;1369;;;;SEVERE (~>$5 to $24 million);1109;-7.542;110.442;0
Kharimkotan;1933;1;8;1145;Stratovolcano;Historical;Kuril Is;Russia;Tsunami;;3;;;;;;;49.12;154.508;0
Kuchinoerabu-jima;1933;12;24;649;Stratovolcano;Historical;Ryukyu Is;Japan;;;4;8;;26;;;;30.43;130.22;0
Semeru;1950;8;28;3676;Stratovolcano;Historical;Java;Indonesia;;;1;6;;;;;;-8.108;112.92;0
Fournaise, Piton de la;1972;6;9;2631;Shield volcano;Historical;Indian O-W;Reunion;;;2;3;;;;;;-21.229;55.713;0
Usu;1978;1;13;731;Stratovolcano;Historical;Hokkaido-Japan;Japan;;;3;3;;2;;;;42.53;140.83;0
Iliwerung;1979;7;18;1018;Complex volcano;Historical;Lesser Sunda Is;Indonesia;Tsunami;;;;;;;;;-8.54;123.59;0
Maderas;1996;9;27;1394;Stratovolcano;Holocene;Nicaragua;Nicaragua;;;;6;;;;;;11.446;-85.515;0
Reventador;2002;11;3;3562;Stratovolcano;Historical;Ecuador;Ecuador;;;4;;;;;LIMITED (roughly corresponding to less than $1 million);;-0.078;-77.656;0
Tungurahua;2011;4;;5023;Stratovolcano;Historical;Ecuador;Ecuador;;;4;;;;;LIMITED (roughly corresponding to less than $1 million);;-1.467;-78.442;0
Aso;2016;10;8;1592;Caldera;Historical;Kyushu-Japan;Japan;;;;;;;;LIMITED (roughly corresponding to less than $1 million);;32.88;131.1;0
Hudson, Cerro;-1890;;;1905;Stratovolcano;Historical;Chile-S;Chile;;;6;;;;;;;-45.9;-72.97;0
Cotopaxi;-455;;;5911;Stratovolcano;Historical;Ecuador;Ecuador;;;4;;;;;;;-0.677;-78.436;0
Ksudach;240;;;1079;Stratovolcano;Historical;Kamchatka;Russia;;;6;;;;;;;51.8;157.53;0
Oraefajokull;1362;6;5;2119;Stratovolcano;Historical;Iceland-SE;Iceland;;;5;220;;;;;;64;-16.65;0
Kelut;1385;;;1731;Stratovolcano;Historical;Java;Indonesia;;;3;;;;;;;-7.93;112.308;0
Furnas;1630;9;3;805;Stratovolcano;Historical;Azores;Portugal;;;4;200;;;;;;37.77;-25.32;0
Etna;1669;3;11;3350;Stratovolcano;Historical;Italy;Italy;;Earthquake;3;;;;;;;37.734;15.004;0
Aoba;1670;;;1496;Shield volcano;Historical;Vanuatu-SW Pacific;Vanuatu;;;2;;;;;;;-15.4;167.83;0
Guntur;1690;;;2249;Complex volcano;Historical;Java;Indonesia;;;3;;;;;;;-7.13;107.83;0
Mayon;1766;7;20;2462;Stratovolcano;Historical;Luzon-Philippines;Philippines;;;3;49;;;;;;13.257;123.685;0
Aoga-shima;1780;7;27;423;Stratovolcano;Historical;Izu Is-Japan;Japan;;;3;7;;;;;;32.45;139.77;0
Grimsvotn;1784;4;;1725;Caldera;Historical;Iceland-NE;Iceland;;;4;;;;;;;64.42;-17.33;0
Victory;1890;;;1925;Stratovolcano;Historical;New Guinea;Papua New Guinea;;;2;;;;;;;-9.2;149.07;0
Asama;1913;5;29;2560;Complex volcano;Historical;Honshu-Japan;Japan;;;1;1;;;;;;36.4;138.53;0
Tokachi;1926;5;24;2077;Stratovolcano;Historical;Hokkaido-Japan;Japan;;;3;144;;207;;;5080;43.42;142.68;0
Fuego;1932;1;21;3763;Stratovolcano;Historical;Guatemala;Guatemala;;;4;;;;;;;14.473;-90.88;0
Villarrica;1964;3;3;2847;Stratovolcano;Historical;Chile-C;Chile;;;2;25;;;;;;-39.42;-71.93;0
Deception Island;1967;12;4;576;Caldera;Historical;Antarctica;Antarctica;Tsunami;;3;;;;;;;-62.97;-60.65;0
Merapi;1974;10;22;2947;Stratovolcano;Historical;Java;Indonesia;;;2;9;;;;;6;-7.542;110.442;0
Nyiragongo;1977;1;10;3470;Stratovolcano;Historical;Africa-C;Congo, DRC;;;1;;;;;SEVERE (~>$5 to $24 million);;-1.52;29.25;0
Lonquimay;1988;12;25;2865;Stratovolcano;Historical;Chile-C;Chile;;;3;1;;;;;;-38.377;-71.58;0
Unzen;1991;6;3;1500;Complex volcano;Historical;Kyushu-Japan;Japan;;;1;43;;;;;;32.75;130.3;0
Guagua Pichincha;1993;3;12;4784;Stratovolcano;Historical;Ecuador;Ecuador;;;1;2;;;;;;-0.171;-78.598;0
Tungurahua;2008;8;22;5023;Stratovolcano;Historical;Ecuador;Ecuador;;;3;2;;2;;LIMITED (roughly corresponding to less than $1 million);2;-1.467;-78.442;0
Nabro;2011;6;22;2218;Stratovolcano;Holocene;Africa-NE;Eritrea;;;3;31;;;;LIMITED (roughly corresponding to less than $1 million);;13.37;41.7;0
Ubinas;2013;9;1;5672;Stratovolcano;Historical;Peru;Peru;;;;;;;;LIMITED (roughly corresponding to less than $1 million);;-16.355;-70.903;0
Sinabung;2014;2;1;2460;Stratovolcano;Holocene;Sumatra;Indonesia;;;;17;;3;;LIMITED (roughly corresponding to less than $1 million);;3.17;98.392;0
Sinabung;2015;10;16;2460;Stratovolcano;Holocene;Sumatra;Indonesia;;;;1;;;;LIMITED (roughly corresponding to less than $1 million);;3.17;98.392;0
Santorini;-197;;;329;Shield volcano;Historical;Greece;Greece;Tsunami;Earthquake;3;;;;;;;36.404;25.396;0
Bona-Churchill;60;;;5005;Stratovolcano;Radiocarbon;Alaska-E;United States;;;6;;;;;;;61.38;-141.75;0
Vesuvius;1631;12;16;1281;Complex volcano;Historical;Italy;Italy;Tsunami;Earthquake;5;4000;;;;EXTREME (~$25 million or more);;40.821;14.426;0
Vesuvius;1682;8;12;1281;Complex volcano;Historical;Italy;Italy;;;3;4;;;;;;40.821;14.426;0
San Jorge;1757;7;9;1053;Fissure vent;Historical;Azores;Portugal;;Earthquake;0;;;;;;;38.65;-28.08;0
Soufriere St. Vincent;1812;4;27;1220;Stratovolcano;Historical;W Indies;St. Vincent & the Grenadines;;;4;56;;;;;;13.33;-61.18;0
Avachinsky;1827;8;9;2741;Stratovolcano;Historical;Kamchatka;Russia;;;2;;;;;;;53.255;158.83;0
Tangkubanparahu;1846;5;27;2084;Stratovolcano;Historical;Java;Indonesia;;;2;;;;;;;-6.77;107.6;0
Komaga-take;1856;9;25;1140;Stratovolcano;Historical;Hokkaido-Japan;Japan;;;4;20;;;;;;42.07;140.68;0
Augustine;1883;10;6;1252;Lava dome;Historical;Alaska-SW;United States;Tsunami;;4;8;;;;;;59.37;-153.42;0
Sakura-jima;1914;1;12;1117;Stratovolcano;Historical;Kyushu-Japan;Japan;Tsunami;Earthquake;4;28;;;0.04;LIMITED (roughly corresponding to less than $1 million);2148;31.58;130.67;0
Stromboli;1919;5;22;926;Stratovolcano;Historical;Italy;Italy;Tsunami;;3;4;;;;LIMITED (roughly corresponding to less than $1 million);10;38.789;15.213;0
Esjufjoll;1927;9;5;1760;Stratovolcano;Historical;Iceland-SE;Iceland;;;1;1;;;;;;64.27;-16.65;0
Vesuvius;1944;3;27;1281;Complex volcano;Historical;Italy;Italy;;;2;27;;;;;;40.821;14.426;0
Camiguin;1949;6;;1332;Stratovolcano;Historical;Mindanao-Philippines;Philippines;;;3;2;;;;;;9.203;124.673;0
Myojun Knoll;1953;3;25;360;Submarine volcano;Holocene;Izu Is-Japan;Japan;Tsunami;;2;;;;;;;32.1;139.85;0
Arenal;1968;7;29;1657;Stratovolcano;Historical;Costa Rica;Costa Rica;;;3;80;;;;;;10.463;-84.703;0
Hakone;1972;10;2;1438;Complex volcano;Radiocarbon;Honshu-Japan;Japan;;;;2;;;;;;35.22;139.02;0
Alaid;1981;4;27;2339;Stratovolcano;Historical;Kuril Is;Russia;;;2;;;;;LIMITED (roughly corresponding to less than $1 million);;50.858;155.55;0
Kelut;1990;11;25;1731;Stratovolcano;Historical;Java;Indonesia;;;;4;;;;;;-7.93;112.308;0
Soufriere Hills;1997;8;1;915;Stratovolcano;Historical;W Indies;Montserrat;;;3;2;;;;;;16.72;-62.18;0
Semeru;2002;;;3676;Stratovolcano;Historical;Java;Indonesia;;;3;3;;;;;;-8.108;112.92;0
Tungurahua;2006;8;17;5023;Stratovolcano;Historical;Ecuador;Ecuador;;;3;5;;13;;SEVERE (~>$5 to $24 million);;-1.467;-78.442;0
Tungurahua;-1010;;;5023;Stratovolcano;Historical;Ecuador;Ecuador;;;5;;;;;;;-1.467;-78.442;0
Augustine;350;;;1252;Lava dome;Historical;Alaska-SW;United States;;;;;;;;;;59.37;-153.42;0
Katla;1311;1;18;1512;Subglacial volcano;Historical;Iceland-S;Iceland;;;4;;;;;;;63.63;-19.05;0
Merapi;1587;;;2947;Stratovolcano;Historical;Java;Indonesia;;;4;;;;;;;-7.542;110.442;0
Kelut;1716;7;20;1731;Stratovolcano;Historical;Java;Indonesia;;;2;;;;;;;-7.93;112.308;0
Bardarbunga;1729;2;1;2000;Stratovolcano;Historical;Iceland-NE;Iceland;;;1;;;;;LIMITED (roughly corresponding to less than $1 million);;64.63;-17.53;0
Cotopaxi;1742;12;9;5911;Stratovolcano;Historical;Ecuador;Ecuador;;;3;;;;;SEVERE (~>$5 to $24 million);;-0.677;-78.436;0
Gamalama;1772;5;9;1715;Stratovolcano;Historical;Halmahera-Indonesia;Indonesia;Tsunami;;3;35;;;;;;0.8;127.325;0
Lokon-Empung;1775;;;1580;Stratovolcano;Historical;Sulawesi-Indonesia;Indonesia;;;3;;;;;;;1.358;124.792;0
Ararat;1840;7;2;5165;Stratovolcano;Holocene;Turkey;Turkey;;;3;1900;;;;;;39.7;44.28;0
Mayon;1871;12;8;2462;Stratovolcano;Historical;Luzon-Philippines;Philippines;;;3;3;;;;;;13.257;123.685;0
Taal;1874;7;19;400;Stratovolcano;Historical;Luzon-Philippines;Philippines;;;2;;;;;;;14.002;120.993;0
Krakatau;1883;8;27;813;Caldera;Historical;Indonesia;Indonesia;Tsunami;;6;2000;;;;SEVERE (~>$5 to $24 million);;-6.102;105.423;0
Semeru;1885;4;18;3676;Stratovolcano;Historical;Java;Indonesia;;;2;74;;;;;;-8.108;112.92;0
Mauna Loa;1919;9;29;4170;Shield volcano;Historical;Hawaiian Is;United States;Tsunami;;0;;;;;;;19.475;-155.608;0
Dieng Volc Complex;1939;10;13;2565;Complex volcano;Historical;Java;Indonesia;;;1;10;;;;LIMITED (roughly corresponding to less than $1 million);;-7.2;109.92;0
Myojun Knoll;1952;9;23;360;Submarine volcano;Holocene;Izu Is-Japan;Japan;Tsunami;;2;;;;;;;32.1;139.85;0
Ambalatungan Group;1952;;;2329;Compound volcano;Fumarolic;Luzon-Philippines;Philippines;;;1;12;;;;;;17.32;121.1;0
Calbuco;1961;1;25;2003;Stratovolcano;Historical;Chile-S;Chile;;;3;;;;;LIMITED (roughly corresponding to less than $1 million);;-41.326;-72.614;0
Semeru;1978;9;19;3676;Stratovolcano;Historical;Java;Indonesia;;;3;12;;;;;;-8.108;112.92;0
Oku Volc Field;1984;8;15;3011;Maar;Radiocarbon;Africa-W;Cameroon;;;;37;;;;;;6.25;10.5;0
Stromboli;1986;7;24;926;Stratovolcano;Historical;Italy;Italy;;;2;1;;;;;;38.789;15.213;0
Sirung;1987;12;1;862;Complex volcano;Historical;Lesser Sunda Is;Indonesia;;Earthquake;;;;;;;;-8.51;124.148;0
Kilauea;1993;4;19;1222;Shield volcano;Historical;Hawaiian Is;United States;;;;1;;22;;;;19.425;-155.292;0
Popocatepetl;1996;4;30;5426;Stratovolcano;Historical;Mexico;Mexico;;;3;5;;;;LIMITED (roughly corresponding to less than $1 million);;19.023;-98.622;0
Tungurahua;2006;7;18;5023;Stratovolcano;Historical;Ecuador;Ecuador;;;3;1;;;;;;-1.467;-78.442;0
Sinabung;2010;8;30;2460;Stratovolcano;Holocene;Sumatra;Indonesia;;;;2;;;;;;3.17;98.392;0
Yellowstone;2016;6;9;2805;Caldera;Tephrochronology;US-Wyoming;United States;;;;1;;;;;;44.43;-110.67;0
Kikai;-4350;;;717;Caldera;Historical;Ryukyu Is;Japan;;;7;;;;;SEVERE (~>$5 to $24 million);;30.78;130.28;0
Katla;934;;;1512;Subglacial volcano;Historical;Iceland-S;Iceland;;;4;;;;;LIMITED (roughly corresponding to less than $1 million);;63.63;-19.05;0
Fentale;1250;;;2007;Stratovolcano;Historical;Africa-NE;Ethiopia;;;;;;;;LIMITED (roughly corresponding to less than $1 million);;8.975;39.93;0
Hekla;1389;12;1;1491;Stratovolcano;Historical;Iceland-S;Iceland;;;3;;;;;LIMITED (roughly corresponding to less than $1 million);;63.98;-19.7;0
Sakura-jima;1471;11;3;1117;Stratovolcano;Historical;Kyushu-Japan;Japan;;;5;;;;;;;31.58;130.67;0
Katla;1500;;;1512;Subglacial volcano;Historical;Iceland-S;Iceland;;;4;;;;;LIMITED (roughly corresponding to less than $1 million);;63.63;-19.05;0
Colima;1590;1;15;3850;Stratovolcano;Historical;Mexico;Mexico;;;3;;;;;;;19.514;-103.62;0
Asama;1596;5;1;2560;Complex volcano;Historical;Honshu-Japan;Japan;;;2;;;;;;;36.4;138.53;0
Hachijo-jima;1606;1;23;854;Stratovolcano;Historical;Izu Is-Japan;Japan;Tsunami;;2;;;;;;;33.13;139.77;0
Bardarbunga;1712;1;15;2000;Stratovolcano;Historical;Iceland-NE;Iceland;;;2;;;;;LIMITED (roughly corresponding to less than $1 million);;64.63;-17.53;0
Bardarbunga;1716;10;5;2000;Stratovolcano;Historical;Iceland-NE;Iceland;;;2;;;;;LIMITED (roughly corresponding to less than $1 million);;64.63;-17.53;0
Vesuvius;1737;5;20;1281;Complex volcano;Historical;Italy;Italy;;;2;2;;;;MODERATE (~$1 to $5 million);;40.821;14.426;0
Sakura-jima;1779;11;8;1117;Stratovolcano;Historical;Kyushu-Japan;Japan;;;4;153;;;;;;31.58;130.67;0
