region;probability;age M;daimeter km;webpage;longitude;latitude;height
Азия;Предполагаемый;Q2-Q3 (?);350;http://labmpg.sscc.ru/a1264.html;65;42.9;0
Азия;Достоверный;;20;http://labmpg.sscc.ru/a1849.html;68.868;45.36;0
Азия;Предполагаемый;;20;http://labmpg.sscc.ru/a1243.html;69.159781;45.274247;0
Южная Америка;Вероятный;0.0129;0.7;http://labmpg.sscc.ru/a1842.html;-42.74399;-9.346172;0
Азия;Предполагаемый;0.78;100;http://labmpg.sscc.ru/a355.html;110.62;13.78;0
Южная Америка;Предполагаемый;;0.3;http://labmpg.sscc.ru/a2414.html;-69.517855;-21.65117;0
Южная Америка;Предполагаемый;;0.05;http://labmpg.sscc.ru/a2411.html;-69.113153;-21.291755;0
Южная Америка;Предполагаемый;;0.1;http://labmpg.sscc.ru/a632.html;-69.29738;-21.402848;0
Южная Америка;Предполагаемый;;0.2;http://labmpg.sscc.ru/a2410.html;-69.422115;-21.39434;0
Южная Америка;Вероятный;;0.3;http://labmpg.sscc.ru/a2412.html;-69.341283;-21.489139;0
Южная Америка;Предполагаемый;;0.3;http://labmpg.sscc.ru/a2413.html;-69.412621;-21.538089;0
Европа;Предполагаемый;;2;http://labmpg.sscc.ru/a707.html;27.411405;67.516076;0
Южная Америка;Предполагаемый;;;http://labmpg.sscc.ru/a2058.html;-68.5;-46;0
Европа;Предполагаемый;;;http://labmpg.sscc.ru/a1932.html;6.026288;43.27991;0
Азия;Предполагаемый;;160;http://labmpg.sscc.ru/a2674.html;49.8858262;40.3855203;0
Европа;Достоверный;455±1 (510±30 ~455 1978y);4;http://labmpg.sscc.ru/a108.html;22.778585;58.975151;0
Европа;Предполагаемый;1780;2;http://labmpg.sscc.ru/a2076.html;22.16;63.1595;0
;Неустановленный;~65;4250;http://labmpg.sscc.ru/a3041.html;;;0
Африка;Предполагаемый;;270;http://labmpg.sscc.ru/a2535.html;-11.95506;11.295;0
Южная Америка;Предполагаемый;;800;http://labmpg.sscc.ru/a2543.html;-69.69;-22.69;0
Африка;Предполагаемый;;1330;http://labmpg.sscc.ru/a2544.html;27;-18;0
Африка;Предполагаемый;;2400;http://labmpg.sscc.ru/a2544.html;14.3;-22.7;0
Африка;Вероятный;29.5±0.4 (28.5. 560);0.6;http://labmpg.sscc.ru/a231.html;25.480142;25.214002;0
Южная Америка;Вероятный;0.445;2.8;http://labmpg.sscc.ru/a913.html;-59.212834;-38.213181;0
Европа;Предполагаемый;;0.01;http://labmpg.sscc.ru/a1580.html;-1.387152;46.441352;0
Северная Америка;Достоверный;453±5 U-Pb (385±15. 150. 400);8;http://labmpg.sscc.ru/a109.html;-66.597584;57.432556;0
Северная Америка;Предполагаемый;;2.5;http://labmpg.sscc.ru/a1002.html;-66.701326;57.516018;0
Северная Америка;Предполагаемый;;2.5;http://labmpg.sscc.ru/a1002.html;-66.781318;57.511294;0
Северная Америка;Предполагаемый;;1.8;http://labmpg.sscc.ru/a3058.html;-66.702;57.516;0
Южная Америка;Вероятный;;6;http://labmpg.sscc.ru/a629.html;-54.17;-34.67;0
Европа;Предполагаемый;;1.5;http://labmpg.sscc.ru/a711.html;3.85816;44.856081;0
Европа;Предполагаемый;24.05.2001;;http://labmpg.sscc.ru/a1581.html;9.8;44;0
Европа;Предполагаемый;0-1.8;0.28;http://labmpg.sscc.ru/a914.html;12.67667;42.67361;0
Южная Америка;Предполагаемый;;;http://labmpg.sscc.ru/a1582.html;-68.088122;-16.502473;0
Европа;Предполагаемый;;4.5;http://labmpg.sscc.ru/a1097.html;11.8983;49.08;0
Австралия;Предполагаемый;;;http://labmpg.sscc.ru/a1027.html;135.243371;-30.687092;0
Азия;Достоверный;150-300;30;http://labmpg.sscc.ru/a110.html;143.176;62.313;0
Центральная Америка;Предполагаемый;;;http://labmpg.sscc.ru/a1098.html;-87.988597;14.866033;0
Южная Америка;Предполагаемый;;25;http://labmpg.sscc.ru/a1583.html;-71.2843;-48.906932;0
Южная Америка;Предполагаемый;;3;http://labmpg.sscc.ru/a2416.html;-71.719632;-48.098545;0
Южная Америка;Предполагаемый;;1.1;http://labmpg.sscc.ru/a2416.html;-71.620754;-48.01703;0
Южная Америка;Предполагаемый;;18;http://labmpg.sscc.ru/a1584.html;-71.183506;-48.433186;0
Южная Америка;Предполагаемый;;2.3;http://labmpg.sscc.ru/a2417.html;-71.012157;-48.360805;0
Южная Америка;Неустановленный;;12;http://labmpg.sscc.ru/a2168.html;-70.17;-15.74;0
Южная Америка;Предполагаемый;0.0129;0.35;http://labmpg.sscc.ru/a1843.html;-35.967601;-7.071052;0
Южная Америка;Предполагаемый;0.0129;0.05;http://labmpg.sscc.ru/a2418.html;-35.945714;-7.064072;0
Южная Америка;Предполагаемый;0.0129;0.04;http://labmpg.sscc.ru/a2419.html;-35.935157;-7.056414;0
Южная Америка;Предполагаемый;0.0129;0.03;http://labmpg.sscc.ru/a2420.html;-35.932387;-7.054567;0
Южная Америка;Предполагаемый;0.0129;0.04;http://labmpg.sscc.ru/a2421.html;-35.976882;-7.07625;0
Южная Америка;Предполагаемый;0.0129;0.02;http://labmpg.sscc.ru/a2422.html;-35.95612;-7.080617;0
Южная Америка;Предполагаемый;0.0129;0.01;http://labmpg.sscc.ru/a2423.html;-35.98435;-7.068365;0
Южная Америка;Предполагаемый;0.0129;0.01;http://labmpg.sscc.ru/a2424.html;-36.006676;-7.058387;0
Южная Америка;Предполагаемый;0.0129;0.05;http://labmpg.sscc.ru/a1843.html;-35.971137;-7.068321;0
Южная Америка;Предполагаемый;;4;http://labmpg.sscc.ru/a1456.html;-69.712234;-43.807059;0
Южная Америка;Опровергнутый;;0.7;http://labmpg.sscc.ru/a817.html;-73.774771;4.977769;0
Южная Америка;Неустановленный;;;http://labmpg.sscc.ru/a2081.html;-61.3;-30;0
Южная Америка;Неустановленный;;21;http://labmpg.sscc.ru/a2082.html;-66.9;-13.9;0
Южная Америка;Неустановленный;6.5;2.63;http://labmpg.sscc.ru/a1061.html;-68.899667;-46.849828;0
Европа;Вероятный;0.0385 (0.06-0.065. ~0.013 ?);80;http://labmpg.sscc.ru/a889.html;31.032617;61.172828;0
Европа;Неустановленный;2012y;0.04;http://labmpg.sscc.ru/a1976.html;37.1982;55.695209;0
Европа;Неустановленный;;0.1;http://labmpg.sscc.ru/a2425.html;37.10233;55.000453;0
Европа;Неустановленный;;0.4;http://labmpg.sscc.ru/a2425.html;37.113094;54.998257;0
Европа;Предполагаемый;;75;http://labmpg.sscc.ru/a1461.html;-2.966667;50.366667;0
Северная Америка;Вероятный;;34;http://labmpg.sscc.ru/a395.html;-155.3;63.1;0
Африка;Вероятный;;12;http://labmpg.sscc.ru/a3.html;19.4255447;10.1071201;0
Европа;Предполагаемый;0.275;0.8;http://labmpg.sscc.ru/a401.html;3.790176;44.909023;0
Северная Америка;Предполагаемый;;4;http://labmpg.sscc.ru/a1974.html;-76.453914;60.991552;0
Северная Америка;Вероятный;< 600;6;http://labmpg.sscc.ru/a584.html;-71.67;57.7;0
Африка;Предполагаемый;;50;http://labmpg.sscc.ru/a818.html;29.0744591;-1.9687401;0
Северная Америка;Предполагаемый;;8;http://labmpg.sscc.ru/a1455.html;-76.322;61.074889;0
Европа;Предполагаемый;;;http://labmpg.sscc.ru/a1188.html;6.645463;46.218058;0
Северная Америка;Предполагаемый;;10;http://labmpg.sscc.ru/a713.html;-72.92;54.82;0
Северная Америка;Неустановленный;;30;http://labmpg.sscc.ru/a394.html;-71.995675;48.540187;0
Северная Америка;Предполагаемый;;0.055;http://labmpg.sscc.ru/a712.html;-74.6;60.25;0
Южная Америка;Неустановленный;;;http://labmpg.sscc.ru/a2080.html;-71.5;-40.234;0
Африка;Предполагаемый;триас;14;http://labmpg.sscc.ru/a2696.html;26.5439987;20.6009721;0
Северная Америка;Предполагаемый;;32;http://labmpg.sscc.ru/a1972.html;-73.099806;46.497889;0
Северная Америка;Предполагаемый;;22;http://labmpg.sscc.ru/a1972.html;-73.200555;46.5017;0
Азия;Предполагаемый;;;http://labmpg.sscc.ru/a1585.html;76.788546;34.282916;0
Африка;Неустановленный;;2;http://labmpg.sscc.ru/a2726.html;-16.0010719;22.5163628;0
Тихий океан;Неустановленный;;1;http://labmpg.sscc.ru/a964.html;-156.887;20.905;0
Азия;Предполагаемый;;;http://labmpg.sscc.ru/a1973.html;85.519704;28.166748;0
Европа;Предполагаемый;;8.5;http://labmpg.sscc.ru/a2427.html;18.433333;66.333333;0
Азия;Предполагаемый;;38;http://labmpg.sscc.ru/a2789.html;129.1937256;44.2727382;0
Европа;Предполагаемый;;10;http://labmpg.sscc.ru/a715.html;26.88;65.65;0
Европа;Предполагаемый;;5;http://labmpg.sscc.ru/a2771.html;14.673726;60.703943;0
Европа;Достоверный;77.85±0.78 U-Pb (77±4. 73.37 1800);14;http://labmpg.sscc.ru/a112.html;23.7;63.15;0
Азия;Неустановленный;юра;;http://labmpg.sscc.ru/a539.html;115;75;0
Центральная Америка;Предполагаемый;;23;http://labmpg.sscc.ru/a881.html;-85.880156;15.228049;0
Южная Америка;Неустановленный;;;http://labmpg.sscc.ru/a1594.html;-57.6;-25.3;0
Европа;Предполагаемый;0.02;0.5;http://labmpg.sscc.ru/a440.html;24.80241;59.431765;0
Австралия;Достоверный;476±8 (>515);18;http://labmpg.sscc.ru/a327.html;138.649205;-18.682986;0
Северная Америка;Предполагаемый;;;http://labmpg.sscc.ru/a1595.html;-114.6624;35.135136;0
Европа;Предполагаемый;;26;http://labmpg.sscc.ru/a379.html;2.73;44.18;0
Европа;Вероятный;542-2500;7;http://labmpg.sscc.ru/a630.html;18.3;65.5;0
Европа;Достоверный;0.01;0.23;http://labmpg.sscc.ru/a1001.html;48.593391;57.535577;0
Европа;Неустановленный;;2;http://labmpg.sscc.ru/a1992.html;21.78;60.417;0
Европа;Предполагаемый;;16.8;http://labmpg.sscc.ru/a2767.html;15.131087;60.768902;0
Европа;Предполагаемый;0.01;0.35;http://labmpg.sscc.ru/a1316.html;39.78;55.7042;0
Европа;Предполагаемый;;;http://labmpg.sscc.ru/a1978.html;25.2;39.9;0
Австралия;Вероятный;<299 (501);20;http://labmpg.sscc.ru/a717.html;127.121053;-27.754172;0
Азия;Предполагаемый;;0.55;http://labmpg.sscc.ru/a312.html;80.7;45.5;0
Азия;Предполагаемый;;9;http://labmpg.sscc.ru/a2072.html;92.0736694;49.3908653;0
Европа;Предполагаемый;;0.05;http://labmpg.sscc.ru/a280.html;37.604801;55.902518;0
Северная Америка;Вероятный;0-1.8;0.9;http://labmpg.sscc.ru/a915.html;-83.286103;41.200418;0
Австралия;Достоверный;1870-541? (150±70);1.6;http://labmpg.sscc.ru/a226.html;134.047288;-12.395297;0
Африка;Предполагаемый;28.5±0.8;0.8;http://labmpg.sscc.ru/a647.html;25.486837;22.289971;0
Европа;Вероятный;;3;http://labmpg.sscc.ru/a655.html;17.1;58.9;0
Северная Америка;Предполагаемый;395;113;http://labmpg.sscc.ru/a896.html;-85.8;41.6;0
Европа;Предполагаемый;;;http://labmpg.sscc.ru/a1596.html;3.6;45.5;0
Европа;Предполагаемый;;0.2;http://labmpg.sscc.ru/a2335.html;40.1617;49.762;0
Европа;Предполагаемый;~0.01 (<0.02);8.5;http://labmpg.sscc.ru/a1298.html;34.383;58.385;0
Азия;Вероятный;;12;http://labmpg.sscc.ru/a891.html;-177.234;65.869;0
Европа;Предполагаемый;;5.5;http://labmpg.sscc.ru/a720.html;29.2;69.22;0
Европа;Предполагаемый;;4;http://labmpg.sscc.ru/a866.html;25.18;63.03;0
Азия;Предполагаемый;;43;http://labmpg.sscc.ru/a2791.html;130.2456665;45.286482;0
Европа;Предполагаемый;;130;http://labmpg.sscc.ru/a3049.html;4.07;42.28;0
Европа;Предполагаемый;;;http://labmpg.sscc.ru/a1597.html;0.651468;44.880428;0
Азия;Предполагаемый;;16;http://labmpg.sscc.ru/a2781.html;88.345871;56.1822539;0
Северная Америка;Достоверный;200±100;0.06;http://labmpg.sscc.ru/a1710.html;-87.684339;36.407927;0
Европа;Предполагаемый;;6;http://labmpg.sscc.ru/a2756.html;36.047192;55.756756;0
Европа;Предполагаемый;;25;http://labmpg.sscc.ru/a1459.html;-3.3247192;52.6204308;0
Южная Америка;Предполагаемый;;2.8;http://labmpg.sscc.ru/a897.html;-68.321093;-19.826703;0
Азия;Предполагаемый;;;http://labmpg.sscc.ru/a2029.html;77.5;34.7;0
Европа;Предполагаемый;1935.3.11!;1;http://labmpg.sscc.ru/a941.html;19.859342;52.037576;0
Европа;Предполагаемый;~365;45;http://labmpg.sscc.ru/a488.html;33.721171;67.729113;0
Европа;Предполагаемый;~365;30;http://labmpg.sscc.ru/a488.html;34.728647;67.823216;0
Азия;Достоверный;66-23 (25±20s 50±20 40±20);20;http://labmpg.sscc.ru/a114.html;95.952987;65.489192;0
Азия;Предполагаемый;;13;http://labmpg.sscc.ru/a2426.html;95.845997;65.376122;0
Азия;Предполагаемый;;5;http://labmpg.sscc.ru/a2426.html;95.416125;65.324227;0
Европа;Достоверный;30.0±0.5 Ar (29.71 40±5s 30±1 42.3±1.1);17;http://labmpg.sscc.ru/a232.html;27.811194;54.209389;0
Европа;Предполагаемый;;;http://labmpg.sscc.ru/a1189.html;8.788327;46.156209;0
Южная Америка;Неустановленный;;;http://labmpg.sscc.ru/a2080.html;-71.335;-40.085;0
Северный Ледовитый океан;Предполагаемый;0.6-2 (2006);600;http://labmpg.sscc.ru/a1066.html;169.704379;87.730734;0
Азия;Достоверный;0.576±0.047 Ar (0.052±0.006);1.83;http://labmpg.sscc.ru/a115.html;76.507774;19.976425;0
Азия;Предполагаемый;1832.5.15!;0.00062;http://labmpg.sscc.ru/a2825.html;114.1;23.8;0
Европа;Неустановленный;;45;http://labmpg.sscc.ru/a1460.html;-7.726702;53.65916;0
Азия;Вероятный;;3;http://labmpg.sscc.ru/a1598.html;113.919667;24.716892;0
Европа;Предполагаемый;;;http://labmpg.sscc.ru/a1599.html;5.2;47;0
Европа;Предполагаемый;;8.5;http://labmpg.sscc.ru/a1975.html;14.42222;67.308408;0
Австралия;Предполагаемый;245 (251);30;http://labmpg.sscc.ru/a435.html;152.62;-31.6;0
Южная Америка;Предполагаемый;;0.3;http://labmpg.sscc.ru/a1979.html;-69.817467;-45.00334;0
Северная Америка;Неустановленный;;~300;http://labmpg.sscc.ru/a1638.html;-67.6;56.2;0
Европа;Предполагаемый;;1.5;http://labmpg.sscc.ru/a515.html;16.5;57.9;0
Европа;Предполагаемый;;1;http://labmpg.sscc.ru/a3036.html;-5.72264;56.93444;0
Европа;Достоверный;455±1;7.5;http://labmpg.sscc.ru/a347.html;14.813306;63.011111;0
Европа;Предполагаемый;;10.5;http://labmpg.sscc.ru/a718.html;23.55;64.1;0
Азия;Предполагаемый;;1.8;http://labmpg.sscc.ru/a369.html;123.304708;40.341986;0
Европа;Предполагаемый;318-299 (290);18;http://labmpg.sscc.ru/a898.html;-3.38;56.2;0
Африка;Предполагаемый;<1.8 (0.0129);1;http://labmpg.sscc.ru/a1827.html;13.370053;-8.967443;0
Африка;Предполагаемый;;0.8;http://labmpg.sscc.ru/a2428.html;14.021154;-14.399765;0
Австралия;Предполагаемый;;4;http://labmpg.sscc.ru/a1600.html;146.349449;-43.525288;0
Тихий океан;Предполагаемый;70;;http://labmpg.sscc.ru/a2429.html;170.927426;-46.02068;0
Африка;Достоверный;573 (<620);12.6;http://labmpg.sscc.ru/a116.html;28.005234;-10.164624;0
Африка;Опровергнутый;400±100;52;http://labmpg.sscc.ru/a117.html;27.756958;-14.436343;0
Европа;Предполагаемый;~0.013;0.64;http://labmpg.sscc.ru/a1212.html;38.540209;55.927792;0
Азия;Предполагаемый;< 0.0115 (-11500y. -3100y);2.15;http://labmpg.sscc.ru/a916.html;69.26028;23.70472;0
Южная Америка;Предполагаемый;<1.8 (0.0129);0.4;http://labmpg.sscc.ru/a1802.html;-38.219187;-7.81211;0
Европа;Предполагаемый;постмеловой;17;http://labmpg.sscc.ru/a407.html;40.974682;69.957368;0
Северная Америка;Неустановленный;0.015;~50;http://labmpg.sscc.ru/a1637.html;-113.4;43.4;0
Азия;Предполагаемый;126-5.3;6;http://labmpg.sscc.ru/a917.html;92.195;29.235;0
Азия;Предполагаемый;126-5.3;0.35;http://labmpg.sscc.ru/a2430.html;92.185459;29.232682;0
Азия;Предполагаемый;126-5.3;0.35;http://labmpg.sscc.ru/a2430.html;92.188859;29.230536;0
Азия;Предполагаемый;126-5.3;0.85;http://labmpg.sscc.ru/a2431.html;92.198596;29.22711;0
Азия;Предполагаемый;126-5.3;;http://labmpg.sscc.ru/a2545.html;92.199969;29.231962;0
Азия;Предполагаемый;126-5.3;;http://labmpg.sscc.ru/a2546.html;92.192883;29.238957;0
Азия;Предполагаемый;126-5.3;;http://labmpg.sscc.ru/a2547.html;92.189441;29.235705;0
Европа;Неустановленный;;10;http://labmpg.sscc.ru/a820.html;27.85;61.58;0
Европа;Предполагаемый;;0.9;http://labmpg.sscc.ru/a1602.html;24.3972;64.2054;0
Европа;Предполагаемый;;3.6;http://labmpg.sscc.ru/a719.html;27.33;64.65;0
Южная Америка;Неустановленный;;1.12;http://labmpg.sscc.ru/a1942.html;-68.682;-41.9317;0
Северная Америка;Предполагаемый;;500;http://labmpg.sscc.ru/a888.html;-98.6283875;30.5155406;0
Европа;Вероятный;~1200.0;30;http://labmpg.sscc.ru/a609.html;18.5;58.6;0
Европа;Предполагаемый;1200;40;http://labmpg.sscc.ru/a2637.html;-4.476602;58.002993;0
Европа;Предполагаемый;;13;http://labmpg.sscc.ru/a2768.html;15.4337311;60.9361033;0
Европа;Предполагаемый;1800-1260;130;http://labmpg.sscc.ru/a387.html;17.903876;64.600465;0
Европа;Предполагаемый;2004.5.23!;0.02;http://labmpg.sscc.ru/a1603.html;18.6;64.5;0
Европа;Достоверный;458 (~1200);9;http://labmpg.sscc.ru/a409.html;20.118508;60.147506;0
Европа;Предполагаемый;;0.4;http://labmpg.sscc.ru/a1365.html;9.750272;47.053538;0
Индийский океан;Предполагаемый;35;50;http://labmpg.sscc.ru/a1115.html;123.2;-12.55;0
Европа;Вероятный;;;http://labmpg.sscc.ru/a1626.html;5.169826;44.084053;0
Австралия;Достоверный;<125 (<110. <120);4;http://labmpg.sscc.ru/a225.html;135.359;-27.944072;0
Азия;Неустановленный;;0.6;http://labmpg.sscc.ru/a2288.html;59.2446;28.1003;0
Австралия;Предполагаемый;;;http://labmpg.sscc.ru/a1036.html;142.20079;-9.969202;0
Азия;Предполагаемый;;0.14;http://labmpg.sscc.ru/a1980.html;150.9;59.6;0
Индийский океан;Предполагаемый;;;http://labmpg.sscc.ru/a1983.html;57.6;-20.2;0
Африка;Неустановленный;65;;http://labmpg.sscc.ru/a984.html;46.8;-18.7;0
Африка;Достоверный;;289.29;http://labmpg.sscc.ru/a331.html;46.72;-15.68;0
Африка;Достоверный;;98.54;http://labmpg.sscc.ru/a332.html;46.138843;-24.405753;0
Африка;Опровергнутый;;12.15;http://labmpg.sscc.ru/a333.html;46.22;-18.84;0
Африка;Опровергнутый;;4.5;http://labmpg.sscc.ru/a334.html;46.17;-18.71;0
Африка;Опровергнутый;;11.95;http://labmpg.sscc.ru/a335.html;47.41;-17.82;0
Африка;Предполагаемый;;0.9;http://labmpg.sscc.ru/a2432.html;45.493603;-24.103128;0
Африка;Предполагаемый;;1.7;http://labmpg.sscc.ru/a2433.html;46.157074;-18.714034;0
Африка;Предполагаемый;;13;http://labmpg.sscc.ru/a2434.html;47.106776;-17.708702;0
Африка;Предполагаемый;;4.5;http://labmpg.sscc.ru/a2434.html;47.085319;-17.702358;0
Африка;Предполагаемый;;3;http://labmpg.sscc.ru/a2434.html;47.124579;-17.716082;0
Африка;Предполагаемый;;2.7;http://labmpg.sscc.ru/a2435.html;47.129795;-17.640276;0
Африка;Предполагаемый;;23;http://labmpg.sscc.ru/a2436.html;45.384873;-24.69127;0
Африка;Предполагаемый;;5;http://labmpg.sscc.ru/a2939.html;48.3261108;-15.0959911;0
Африка;Предполагаемый;;5;http://labmpg.sscc.ru/a2940.html;48.633728;-14.9739734;0
Африка;Предполагаемый;;10;http://labmpg.sscc.ru/a2941.html;48.666687;-15.2497396;0
Европа;Неустановленный;;463;http://labmpg.sscc.ru/a1367.html;-3.1;39.9;0
Европа;Неустановленный;;23.04;http://labmpg.sscc.ru/a1368.html;-2.676764;39.830857;0
Азия;Предполагаемый;;350;http://labmpg.sscc.ru/a1668.html;78.3;23.3;0
Европа;Вероятный;<299;7;http://labmpg.sscc.ru/a330.html;17.96;45.95;0
Азия;Предполагаемый;;52;http://labmpg.sscc.ru/a2491.html;66.83;36.36;0
Азия;Предполагаемый;;32;http://labmpg.sscc.ru/a2987.html;71.68;41.42;0
Африка;Опровергнутый;;0.8;http://labmpg.sscc.ru/a821.html;7.208173;28.3774;0
Европа;Неустановленный;25.10.2009;;http://labmpg.sscc.ru/a1150.html;25;57.8;0
Северная Америка;Предполагаемый;0.08-0.13;0.65;http://labmpg.sscc.ru/a3059.html;-80.1235;25.7474;0
Австралия;Предполагаемый;;;http://labmpg.sscc.ru/a1037.html;128.795051;-22.525498;0
Северная Америка;Неустановленный;;1.5;http://labmpg.sscc.ru/a568.html;-79.02;48.87;0
Африка;Предполагаемый;;;http://labmpg.sscc.ru/a1607.html;25.393019;-20.602057;0
Австралия;Предполагаемый;;;http://labmpg.sscc.ru/a1608.html;138.206579;-36.699717;0
Азия;Предполагаемый;;25;http://labmpg.sscc.ru/a3019.html;85.30489;66.815707;0
Азия;Предполагаемый;350;350;http://labmpg.sscc.ru/a1981.html;72.4;26.1;0
Европа;Предполагаемый;;27;http://labmpg.sscc.ru/a2995.html;39.9586487;55.0256606;0
Европа;Предполагаемый;;;http://labmpg.sscc.ru/a1609.html;22.520971;53.171548;0
Европа;Предполагаемый;;2;http://labmpg.sscc.ru/a2764.html;27.7799606;54.1996044;0
Азия;Предполагаемый;;26;http://labmpg.sscc.ru/a1016.html;52.37444;44.907833;0
Европа;Предполагаемый;455±1;0.7;http://labmpg.sscc.ru/a2085.html;14.563917;62.917028;0
Азия;Предполагаемый;;9.1;http://labmpg.sscc.ru/a1110.html;35.1933289;30.9628903;0
Азия;Предполагаемый;;0.8;http://labmpg.sscc.ru/a2077.html;62.47;42.625;0
Атлантический океан;Вероятный;250;200;http://labmpg.sscc.ru/a987.html;-62;-51;0
Атлантический океан;Предполагаемый;250;100;http://labmpg.sscc.ru/a337.html;-59.4;-51.7;0
Африка;Предполагаемый;-8290y;0.9;http://labmpg.sscc.ru/a358.html;26.171339;15.131042;0
Африка;Неустановленный;;~370;http://labmpg.sscc.ru/a1640.html;33.8;-9;0
Центральная Америка;Достоверный;;0.012;http://labmpg.sscc.ru/a2044.html;-86.183874;12.145365;0
Азия;Предполагаемый;;;http://labmpg.sscc.ru/a1361.html;74.675295;34.245973;0
Африка;Неустановленный;145.5;1.7;http://labmpg.sscc.ru/a965.html;12.631;22.994;0
Северный Ледовитый океан;Предполагаемый;2975 (3900±1000);160;http://labmpg.sscc.ru/a1366.html;-51.736244;65.195572;0
Северная Америка;Достоверный;215.56±0.05 U-Pb (210±4. 214±1);100;http://labmpg.sscc.ru/a118.html;-68.7;51.38;0
Северная Америка;Предполагаемый;;80;http://labmpg.sscc.ru/a1982.html;-68.882;51.8863;0
Австралия;Вероятный;1000;8;http://labmpg.sscc.ru/a867.html;134.215572;-11.883545;0
Азия;Предполагаемый;;4;http://labmpg.sscc.ru/a2777.html;92.5141525;55.9018809;0
Северная Америка;Предполагаемый;0.0129;45;http://labmpg.sscc.ru/a1839.html;-104.066431;29.072122;0
Северная Америка;Достоверный;<72 (<75);6;http://labmpg.sscc.ru/a13.html;-109.06;49.75;0
Австралия;Предполагаемый;;;http://labmpg.sscc.ru/a2437.html;131.705073;-12.650342;0
Южная Америка;Предполагаемый;;4.6;http://labmpg.sscc.ru/a1071.html;-65.429266;-19.059367;0
Африка;Предполагаемый;;;http://labmpg.sscc.ru/a1610.html;-12.4;8.6;0
Австралия;Предполагаемый;3460;;http://labmpg.sscc.ru/a2169.html;119.7;-21.1;0
Тихий океан;Неустановленный;;;http://labmpg.sscc.ru/a1156.html;140.711589;17.522378;0
Южная Америка;Предполагаемый;<1.8 (0.0129);25;http://labmpg.sscc.ru/a1832.html;-65.832953;-12.940758;0
Северная Америка;Достоверный;58.3±3.1 (58.3. 58±2);12.7;http://labmpg.sscc.ru/a344.html;-96.2947369;31.2828787;0
Тихий океан;Предполагаемый;30;;http://labmpg.sscc.ru/a1169.html;-140.121698;-8.422406;0
Тихий океан;Предполагаемый;30;;http://labmpg.sscc.ru/a1169.html;-139.429036;-9.457047;0
Северная Америка;Неустановленный;;;http://labmpg.sscc.ru/a1369.html;-82.131014;24.570249;0
Европа;Предполагаемый;;;http://labmpg.sscc.ru/a1611.html;7.224894;46.695308;0
Европа;Неустановленный;2200-1770;160;http://labmpg.sscc.ru/a120.html;25.2;66.9;0
Африка;Неустановленный;;1.65;http://labmpg.sscc.ru/a1612.html;37.798858;2.628821;0
Европа;Предполагаемый;;43.4;http://labmpg.sscc.ru/a1474.html;5.622114;43.433511;0
Европа;Предполагаемый;1600;;http://labmpg.sscc.ru/a721.html;12.5;59.1;0
Северная Америка;Предполагаемый;;;http://labmpg.sscc.ru/a1613.html;-70.6;41.4;0
Южная Америка;Предполагаемый;1935.12.11!;32;http://labmpg.sscc.ru/a722.html;-59.17;2.17;0
Африка;Вероятный;< 0.01;0.017;http://labmpg.sscc.ru/a2766.html;23.2685709;19.3531879;0
Азия;Предполагаемый;0.011-0.037;0.06;http://labmpg.sscc.ru/a1862.html;84.563536;54.184566;0
Азия;Предполагаемый;0.011-0.037;0.025;http://labmpg.sscc.ru/a1862.html;84.543559;54.191446;0
Австралия;Достоверный;<1344 (1600-1400);7.5;http://labmpg.sscc.ru/a502.html;131.180859;-15.498293;0
Африка;Предполагаемый;;;http://labmpg.sscc.ru/a723.html;-13.304039;15.669992;0
Европа;Предполагаемый;;0.8;http://labmpg.sscc.ru/a1614.html;28.169246;62.72;0
Европа;Предполагаемый;;80;http://labmpg.sscc.ru/a2190.html;30.774;56.6374;0
Азия;Предполагаемый;;;http://labmpg.sscc.ru/a1118.html;72.25;24.75;0
Австралия;Вероятный;~0.001;0.61;http://labmpg.sscc.ru/a1216.html;133.1195;-23.0728;0
Азия;Предполагаемый;0.03;0.9;http://labmpg.sscc.ru/a239.html;138.014495;35.412108;0
Азия;Достоверный;;0.0015;http://labmpg.sscc.ru/a2062.html;84.0057832;24.908092;0
Азия;Предполагаемый;;2.4;http://labmpg.sscc.ru/a1615.html;99.780917;6.344262;0
Азия;Предполагаемый;;1;http://labmpg.sscc.ru/a1615.html;99.791083;6.334143;0
Азия;Вероятный;;0.7;http://labmpg.sscc.ru/a2986.html;58.0241203;20.7760572;0
Азия;Вероятный;0.007315±0.00008 C (<0.007. 0.3);0.3;http://labmpg.sscc.ru/a121.html;117.654103;60.085043;0
Азия;Вероятный;< 0.007 (0.3);0.15;http://labmpg.sscc.ru/a121.html;117.649735;60.084898;0
Азия;Вероятный;< 0.007 (0.3);0.08;http://labmpg.sscc.ru/a121.html;117.649667;60.08623;0
Азия;Вероятный;< 0.007 (0.3);0.14;http://labmpg.sscc.ru/a121.html;117.648019;60.087686;0
Азия;Неустановленный;;600;http://labmpg.sscc.ru/a2140.html;131;51;0
Европа;Предполагаемый;~0.01 (<0.02);1.42;http://labmpg.sscc.ru/a1270.html;34.305;56.126;0
Северная Америка;Предполагаемый;~444;3.5;http://labmpg.sscc.ru/a3050.html;-76.2774;42.7273;0
Европа;Предполагаемый;p-middle Triassic;0.8;http://labmpg.sscc.ru/a398.html;17.936705;47.060568;0
