region;probability;age M;daimeter km;webpage;longitude;latitude;height
Австралия;Вероятный;1400;4;http://labmpg.sscc.ru/a668.html;137.488626;-17.360775;0
Северная Америка;Достоверный;458±444 (450±10);8.5;http://labmpg.sscc.ru/a326.html;-85.949414;41.831837;0
Австралия;Предполагаемый;;;http://labmpg.sscc.ru/a1041.html;136.393694;-12.701209;0
Азия;Предполагаемый;;0.08;http://labmpg.sscc.ru/a2133.html;35.7148;38.107;0
Южная Америка;Предполагаемый;3.28±0.07;36;http://labmpg.sscc.ru/a2824.html;-76.4174652;3.2529507;0
Африка;Достоверный;0.25±0.05 U–Th (<1.8. 0.25);0.64;http://labmpg.sscc.ru/a83.html;24.432063;-32.708127;0
;Предполагаемый;163;;http://labmpg.sscc.ru/a3079.html;;;0
Европа;Неустановленный;77.3±0.4;17;http://labmpg.sscc.ru/a381.html;22.1155;63.326889;0
Азия;Неустановленный;;20;http://labmpg.sscc.ru/a1419.html;31.18777;37.301541;0
Европа;Достоверный;394-383 (380±10. 400р);23;http://labmpg.sscc.ru/a84.html;36.127346;54.62849;0
Европа;Предполагаемый;;0.5;http://labmpg.sscc.ru/a958.html;24.37;49;0
Африка;Неустановленный;;;http://labmpg.sscc.ru/a1541.html;34.5;1.1;0
Азия;Неустановленный;;60;http://labmpg.sscc.ru/a2334.html;38.37;31.201;0
Европа;Предполагаемый;;;http://labmpg.sscc.ru/a1095.html;12.599772;49.199914;0
Азия;Неустановленный;;;http://labmpg.sscc.ru/a1542.html;72.600167;22.300972;0
Европа;Достоверный;2100±5 (2000);1.2;http://labmpg.sscc.ru/a2506.html;32.35;47.767;0
Азия;Неустановленный;~0.002;0.09;http://labmpg.sscc.ru/a967.html;87.323372;51.7756;0
Азия;Предполагаемый;;80;http://labmpg.sscc.ru/a249.html;61.5;56.41;0
Европа;Достоверный;50.37±0.40 Ar (65. 49±0.2);25;http://labmpg.sscc.ru/a85.html;40.48;48.33;0
Азия;Неустановленный;;;http://labmpg.sscc.ru/a1899.html;132.2;43.6;0
Европа;Предполагаемый;;0.4;http://labmpg.sscc.ru/a943.html;20.400224;54.352104;0
Центральная Америка;Вероятный;;600;http://labmpg.sscc.ru/a865.html;-93.5;21;0
Южная Америка;Предполагаемый;<1.8 (0.0129);1;http://labmpg.sscc.ru/a1811.html;-42.97;-9.54;0
Южная Америка;Достоверный;<0.004 C;0.115;http://labmpg.sscc.ru/a86.html;-61.681361;-27.609778;0
Европа;Предполагаемый;;1412;http://labmpg.sscc.ru/a2473.html;52.8;58.9;0
Австралия;Предполагаемый;>550;30;http://labmpg.sscc.ru/a672.html;138.12;-10.25;0
Азия;Предполагаемый;;250;http://labmpg.sscc.ru/a2850.html;163.18;57.75;0
Азия;Предполагаемый;;390;http://labmpg.sscc.ru/a2850.html;161.97;54.62;0
Азия;Предполагаемый;;400;http://labmpg.sscc.ru/a2850.html;157.12;57.78;0
Азия;Предполагаемый;;380;http://labmpg.sscc.ru/a2850.html;167.69;58.87;0
Азия;Неустановленный;;6.5;http://labmpg.sscc.ru/a2880.html;130.6308746;42.7349091;0
Азия;Предполагаемый;;;http://labmpg.sscc.ru/a1543.html;74;14.9;0
Европа;Предполагаемый;мел/палеоген;;http://labmpg.sscc.ru/a391.html;13.62;46.09;0
Азия;Предполагаемый;;0.8;http://labmpg.sscc.ru/a1785.html;66.7261987;38.0821573;0
Африка;Предполагаемый;;;http://labmpg.sscc.ru/a1962.html;18.403631;-29.498911;0
Африка;Предполагаемый;;;http://labmpg.sscc.ru/a2350.html;18.406316;-29.591434;0
Центральная Америка;Неустановленный;;;http://labmpg.sscc.ru/a1544.html;-103.2;20;0
Европа;Неустановленный;1994.1.18!;0.021;http://labmpg.sscc.ru/a2351.html;-8.800622;42.798135;0
Африка;Предполагаемый;;0.1;http://labmpg.sscc.ru/a1545.html;-3.366708;14.558012;0
Южная Америка;Предполагаемый;;0.74;http://labmpg.sscc.ru/a1920.html;-68.580987;-44.605601;0
Южная Америка;Предполагаемый;;1.85;http://labmpg.sscc.ru/a1921.html;-68.668313;-44.416739;0
Южная Америка;Предполагаемый;;0.73;http://labmpg.sscc.ru/a1920.html;-68.587976;-44.606858;0
Южная Америка;Предполагаемый;;0.7;http://labmpg.sscc.ru/a1920.html;-68.600433;-44.607207;0
Южная Америка;Предполагаемый;20;1.3;http://labmpg.sscc.ru/a2599.html;-68.588;-44.4758;0
Южная Америка;Предполагаемый;20;0.8;http://labmpg.sscc.ru/a2599.html;-68.6028;-44.475;0
Южная Америка;Предполагаемый;20;0.6;http://labmpg.sscc.ru/a2599.html;-68.5937;-44.484;0
Австралия;Вероятный;0.0015;18;http://labmpg.sscc.ru/a878.html;139.057;-16.58;0
Европа;Неустановленный;;0.25;http://labmpg.sscc.ru/a2336.html;39.982;49.5745;0
Южная Америка;Предполагаемый;;6;http://labmpg.sscc.ru/a1073.html;-67.270473;-21.815937;0
Африка;Предполагаемый;<1.8 (0.0129);5;http://labmpg.sscc.ru/a1829.html;23.358612;-15.322309;0
Северный Ледовитый океан;Предполагаемый;0.01;8.5;http://labmpg.sscc.ru/a461.html;-72.677358;76.656342;0
Австралия;Предполагаемый;;320;http://labmpg.sscc.ru/a3052.html;145.49;-12.99;0
Южная Америка;Предполагаемый;<1.8 (0.0129);0.1;http://labmpg.sscc.ru/a1800.html;-42.626402;-9.08045;0
Азия;Предполагаемый;;60;http://labmpg.sscc.ru/a2642.html;97.261577;56.603382;0
Азия;Достоверный;<60 (<25s. 5);52;http://labmpg.sscc.ru/a87.html;73.405775;39.031698;0
Европа;Предполагаемый;~65;;http://labmpg.sscc.ru/a2994.html;-1.878233;38.0771157;0
Азия;Предполагаемый;;2.8;http://labmpg.sscc.ru/a294.html;73.2;49.8;0
Азия;Предполагаемый;;2.8;http://labmpg.sscc.ru/a2065.html;73.371614;46.404106;0
Азия;Предполагаемый;;28;http://labmpg.sscc.ru/a2643.html;108.070971;54.666768;0
Азия;Предполагаемый;;31;http://labmpg.sscc.ru/a2874.html;83.87;45.6;0
Азия;Предполагаемый;;22;http://labmpg.sscc.ru/a2874.html;84.27;47.75;0
Азия;Предполагаемый;;3.8;http://labmpg.sscc.ru/a2875.html;84.518;46.06;0
Азия;Предполагаемый;;3;http://labmpg.sscc.ru/a2876.html;84.559;45.885;0
Азия;Предполагаемый;;1.3;http://labmpg.sscc.ru/a2877.html;84.90337;45.99255;0
Азия;Предполагаемый;;1.5;http://labmpg.sscc.ru/a2877.html;84.916;45.996;0
Азия;Предполагаемый;;1.7;http://labmpg.sscc.ru/a2877.html;84.92655;46.00045;0
Южная Америка;Достоверный;15.09.2007;0.014;http://labmpg.sscc.ru/a425.html;-69.044135;-16.664548;0
Африка;Вероятный;1200-1350;300;http://labmpg.sscc.ru/a2177.html;19;-26;0
Европа;Предполагаемый;;10;http://labmpg.sscc.ru/a996.html;25.5;69.4;0
Европа;Предполагаемый;;10;http://labmpg.sscc.ru/a996.html;25.353587;69.335789;0
Европа;Предполагаемый;;15;http://labmpg.sscc.ru/a996.html;25.767851;69.316959;0
Европа;Предполагаемый;;5;http://labmpg.sscc.ru/a2353.html;25.429085;69.234684;0
Европа;Предполагаемый;;7;http://labmpg.sscc.ru/a2353.html;25.427135;69.205513;0
Азия;Предполагаемый;;0.8;http://labmpg.sscc.ru/a1963.html;64.883634;39.970234;0
Европа;Предполагаемый;;;http://labmpg.sscc.ru/a1902.html;41;44;0
Европа;Предполагаемый;;0.04;http://labmpg.sscc.ru/a264.html;35.106604;53.19966;0
Азия;Предполагаемый;;10;http://labmpg.sscc.ru/a2964.html;63.5597;45.559;0
Южная Америка;Неустановленный;;;http://labmpg.sscc.ru/a2254.html;-73.3;-41.4;0
Азия;Предполагаемый;;45;http://labmpg.sscc.ru/a2051.html;75.4;49.34;0
Европа;Неустановленный;;730;http://labmpg.sscc.ru/a1180.html;37.33;45.9;0
Азия;Предполагаемый;;3.5;http://labmpg.sscc.ru/a1546.html;31.87;37.18;0
Европа;Достоверный;5±1 (10s);12;http://labmpg.sscc.ru/a88.html;48.006388;54.897193;0
Африка;Неустановленный;;5.8;http://labmpg.sscc.ru/a2679.html;30.2278089;20.0315799;0
Северная Америка;Вероятный;0.0129 (-6000y);2.7;http://labmpg.sscc.ru/a433.html;-78.7041576;34.8173358;0
Австралия;Предполагаемый;500y;18;http://labmpg.sscc.ru/a1548.html;139;-14;0
Австралия;Предполагаемый;500y;12;http://labmpg.sscc.ru/a1548.html;140.075792;-16.78466;0
Европа;Вероятный;0.01;0.35;http://labmpg.sscc.ru/a1013.html;39.736792;55.668568;0
Европа;Достоверный;260-230? (9 (U–Th)/He. <1.88. 230-560);1.5;http://labmpg.sscc.ru/a195.html;25.244568;62.220905;0
Северная Америка;Предполагаемый;;;http://labmpg.sscc.ru/a1549.html;-103.409622;32.304591;0
Северная Америка;Предполагаемый;;;http://labmpg.sscc.ru/a1549.html;-103.416476;32.309106;0
Северная Америка;Достоверный;481.5±0.8 (115±8. 485±50);37;http://labmpg.sscc.ru/a89.html;-109.506889;58.435389;0
Азия;Достоверный;70.7±2.2 Ar (70 73 70.3 57±9p);65;http://labmpg.sscc.ru/a90.html;64.27;69.05;0
Азия;Предполагаемый;;0.27;http://labmpg.sscc.ru/a1550.html;37.6965;38.6395;0
Африка;Вероятный;;;http://labmpg.sscc.ru/a1547.html;23;-33;0
Европа;Предполагаемый;;0.06;http://labmpg.sscc.ru/a477.html;22.648591;50.384842;0
Азия;Предполагаемый;;6;http://labmpg.sscc.ru/a2507.html;29.6;36.1;0
Южная Америка;Предполагаемый;<1.8 (0.0129);0.05;http://labmpg.sscc.ru/a1805.html;-40.779658;-9.429657;0
Южная Америка;Предполагаемый;12.900y;0.05;http://labmpg.sscc.ru/a2068.html;-40.69224;-9.422683;0
Азия;Предполагаемый;;1;http://labmpg.sscc.ru/a286.html;61.412725;53.799376;0
Европа;Неустановленный;;4.5;http://labmpg.sscc.ru/a1194.html;35.843894;45.463532;0
Азия;Предполагаемый;;3.5;http://labmpg.sscc.ru/a1357.html;;;0
Европа;Неустановленный;;20;http://labmpg.sscc.ru/a1551.html;6.4;43.8;0
Европа;Предполагаемый;;;http://labmpg.sscc.ru/a1552.html;0.9;44;0
Северная Америка;Вероятный;16-18;32;http://labmpg.sscc.ru/a91.html;-118.109222;32.933778;0
Африка;Неустановленный;;;http://labmpg.sscc.ru/a1964.html;30.010932;-0.006367;0
Азия;Предполагаемый;;0.04;http://labmpg.sscc.ru/a284.html;136.386936;47.013878;0
Азия;Предполагаемый;;;http://labmpg.sscc.ru/a1553.html;85.354671;27.697157;0
Африка;Предполагаемый;;400;http://labmpg.sscc.ru/a2818.html;28.9;29.4;0
Европа;Предполагаемый;;7.5;http://labmpg.sscc.ru/a704.html;13.33;59.33;0
Южная Америка;Неустановленный;2010.6!;2.4;http://labmpg.sscc.ru/a1554.html;-66.3;10.2;0
Европа;Неустановленный;;294;http://labmpg.sscc.ru/a2014.html;22.134097;62.426353;0
Азия;Предполагаемый;158;;http://labmpg.sscc.ru/a1589.html;46.408961;39.197709;0
Европа;Предполагаемый;1900.5.20!;0.002;http://labmpg.sscc.ru/a2355.html;19.6803;64.9378;0
Африка;Опровергнутый;0.01;0.17;http://labmpg.sscc.ru/a1124.html;32.783;-26.943;0
Африка;Опровергнутый;;0.117;http://labmpg.sscc.ru/a1566.html;32.8555584;-26.8839522;0
Европа;Предполагаемый;;47;http://labmpg.sscc.ru/a1086.html;7.9741;52.6425;0
Европа;Неустановленный;;1.5;http://labmpg.sscc.ru/a3037.html;-5.0585;58.2194;0
Африка;Достоверный;< 180 (< 2000);3.5;http://labmpg.sscc.ru/a92.html;27.578885;-22.476099;0
Африка;Опровергнутый;;28.5;http://labmpg.sscc.ru/a648.html;24.9623108;24.6726022;0
Азия;Предполагаемый;;0.7;http://labmpg.sscc.ru/a2063.html;71.1759138;23.0068707;0
Азия;Неустановленный;;22.7;http://labmpg.sscc.ru/a2902.html;135.9056854;47.0687188;0
Европа;Предполагаемый;;200;http://labmpg.sscc.ru/a1993.html;38;67.4;0
Азия;Предполагаемый;;;http://labmpg.sscc.ru/a2165.html;34.8;32.4;0
Северный Ледовитый океан;Неустановленный;;6;http://labmpg.sscc.ru/a3035.html;-51.41108;64.69953;0
Европа;Предполагаемый;385;;http://labmpg.sscc.ru/a1556.html;10.4;51.8;0
Австралия;Достоверный;1640-550 (507);14;http://labmpg.sscc.ru/a93.html;133.951389;-19.92961;0
Азия;Предполагаемый;;13;http://labmpg.sscc.ru/a2456.html;119.305817;62.188198;0
Азия;Неустановленный;;0.35;http://labmpg.sscc.ru/a1604.html;53.930627;56.67006;0
Австралия;Предполагаемый;0.01;5;http://labmpg.sscc.ru/a887.html;141.285;-39.0465;0
;Предполагаемый;92;;http://labmpg.sscc.ru/a3080.html;;;0
Азия;Предполагаемый;;20;http://labmpg.sscc.ru/a1236.html;75.95;49.17;0
Северная Америка;Достоверный;300-1 (<300. <97);13;http://labmpg.sscc.ru/a94.html;-87.3873997;40.7624711;0
Европа;Предполагаемый;;12.5;http://labmpg.sscc.ru/a2692.html;42.019251;65.3683577;0
Индийский океан;Неустановленный;29 (-2000y?);;http://labmpg.sscc.ru/a363.html;69.3;-49.3;0
Африка;Неустановленный;;10;http://labmpg.sscc.ru/a2677.html;38.7622545;15.8555866;0
Африка;Неустановленный;;3;http://labmpg.sscc.ru/a2356.html;30.518039;19.668898;0
Северная Америка;Предполагаемый;1.8-100;6;http://labmpg.sscc.ru/a893.html;-106.83729;36.25967;0
Южная Америка;Предполагаемый;2 (65);12;http://labmpg.sscc.ru/a1060.html;-68.663553;-54.084992;0
Северная Америка;Предполагаемый;-11000y;1.6;http://labmpg.sscc.ru/a1457.html;-146.986098;62.302675;0
Северная Америка;Неустановленный;;9;http://labmpg.sscc.ru/a1450.html;-106.532201;57.693187;0
Азия;Предполагаемый;;1;http://labmpg.sscc.ru/a1174.html;104.153048;52.993775;0
Европа;Неустановленный;-10.000y;0.16;http://labmpg.sscc.ru/a1451.html;24.904087;64.809106;0
Европа;Достоверный;1151±10 Ar (<1800. 1000);27;http://labmpg.sscc.ru/a95.html;24.627194;62.146611;0
Центральная Америка;Предполагаемый;0.004;10;http://labmpg.sscc.ru/a885.html;-96.32;22.04;0
Европа;Неустановленный;0.0089±0.0029 (-3123.6.29!. 0.00982±0.00017);4;http://labmpg.sscc.ru/a96.html;10.9257;47.1146;0
Африка;Неустановленный;;0.04;http://labmpg.sscc.ru/a2250.html;-0.523117;30.119257;0
Азия;Предполагаемый;;;http://labmpg.sscc.ru/a2357.html;120.273632;36.892695;0
Азия;Предполагаемый;;0.1;http://labmpg.sscc.ru/a1955.html;53.443921;22.114767;0
Азия;Предполагаемый;0.004;0.35;http://labmpg.sscc.ru/a1175.html;95.418711;54.071865;0
Азия;Предполагаемый;0.004;0.15;http://labmpg.sscc.ru/a1175.html;95.417338;54.068727;0
Азия;Предполагаемый;0.004;0.07;http://labmpg.sscc.ru/a1175.html;95.414027;54.069212;0
Азия;Предполагаемый;;110;http://labmpg.sscc.ru/a1233.html;72.5;47.7;0
Европа;Предполагаемый;1440-1860 (1600);1;http://labmpg.sscc.ru/a706.html;12.8734673;59.21;0
Северная Америка;Вероятный;;12.8;http://labmpg.sscc.ru/a571.html;-108.13;54.9;0
Африка;Предполагаемый;66.5 (KZ-MZ);800;http://labmpg.sscc.ru/a481.html;37.35;-3.08;0
