Location name;Year;Month;Day;Country;Focal Depth;EQ Primary;Flag Tsunami;Deaths;Injuries;Missing;Missing Description;Houses destroyed;Houses damaged;Damage (in M$);Damage Description;Lat;Lon;Height
CHINA: XINJIANG: QUZGUN, TAXKORGAN TAJIK;2017;05;10;CHINA;8;5.4;;8;23;;;3015;;123;EXTREME (~$25 million or more);37.643;75.31;0
PHILIPPINES: LEYTE;2017;07;06;PHILIPPINES;11;6.5;;4;448;;;735;1029;5;SEVERE (~>$5 to $24 million);11.127;124.629;0
ITALY:  ISCHIA ISLAND;2017;08;21;ITALY;3;4.2;;2;42;;;;;;MODERATE (~$1 to $5 million);40.783;13.939;0
INDONESIA:  LOMBOK ISLAND;2018;08;19;INDONESIA;26;6.9;;10;24;;;;151;;MODERATE (~$1 to $5 million);-8.324;116.626;0
IRAN:  KERMANSHAH;2018;08;25;IRAN;10;6;;2;267;;;;2600;;SEVERE (~>$5 to $24 million);34.663;46.277;0
CHINA:  SICHUAN:  YIBIN;2019;06;17;CHINA;10;5.8;;13;200;;;;12700;1300;EXTREME (~$25 million or more);28.405;104.957;0
CALIFORNIA:  RIDGECREST;2019;07;06;USA;8;7.1;;;;;;101;287;5300;EXTREME (~$25 million or more);35.766;-117.605;0
ALBANIA:  DURRES;2019;09;21;ALBANIA;10;5.6;;;132;;;;569;45;EXTREME (~$25 million or more);41.381;19.454;0
TURKEY: VAN /  IRAN;2020;02;23;IRAN;10;6;;10;60;;;255;600;;MODERATE (~$1 to $5 million);38.482;44.367;0
INDONESIA:  JAVA:  IJEN;2020;05;29;INDONESIA;;;Tsunami;;;;;;;;;-8.058;114.242;0
IRAN:  REY,EIVAN-E-KAY;-400;;;IRAN;;7.6;;;;;;;;;SEVERE (~>$5 to $24 million);35.5;51.8;0
ITALY:  SABINES;-177;;;ITALY;100;;;;;;;;;;MODERATE (~$1 to $5 million);;;0
TURKEY:  ANTAKYA (ANTIOCH);52;;;TURKEY;;;;;;;;;;;SEVERE (~>$5 to $24 million);36.1;36.1;0
GREECE:  RHODES;142;;;GREECE;;7;Tsunami;;;;;;;;MODERATE (~$1 to $5 million);36.7;28;0
CHINA:  ANHUI PROVINCE:  SHOUXIAN;294;07;;CHINA;;5.5;;;;;;;;;;32.6;116.8;0
GREECE:  CRETE;448;09;06;GREECE;;;;;;;;;;;;35;25;0
SYRIA;522;;;SYRIA;;;;;;;;;;;SEVERE (~>$5 to $24 million);36.2;36.1;0
GREECE-ALBANIA;527;;;GREECE;;;;;;;;;;;;40.1;20.8;0
ISRAEL:  TEVERYA (TIBERIAS), ARIHA (JERICHO);746;01;18;ISRAEL;;7;Tsunami;;;;;;;;SEVERE (~>$5 to $24 million);32;35.5;0
ARMENIA:  TOVIN;854;;;ARMENIA;;;;2000;;;;;;;SEVERE (~>$5 to $24 million);40;45;0
IRAN:  HAMADAN;956;04;15;IRAN;;;;;;;;;;;MODERATE (~$1 to $5 million);34.9;48.4;0
ITALY:  SICILY;963;07;22;ITALY;;;Tsunami;;;;;;;;;38;15;0
CHINA:  HUNAN PROVINCE;999;08;23;CHINA;;;;;;;;;;;MODERATE (~$1 to $5 million);29;112;0
IRAN:  KHUZESTAN:  ARRJAN;1052;;;IRAN;;;;;;;;;;;SEVERE (~>$5 to $24 million);30.6;50.3;0
ITALY:  VITERBO;1114;;;ITALY;;;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);42.42;12.1;0
SAGAMI, JAPAN;1331;08;15;JAPAN;;7;Tsunami;;;;;;;;;33.7;135.2;0
SWITZERLAND:  BASEL;1356;10;18;SWITZERLAND;;;;300;;;;;;;EXTREME (~$25 million or more);47.4;7.6;0
BALKANS NW:  CROATIA;1387;03;05;CROATIA;;;;;;;;;;;;44.1;15.2;0
JAPAN:  SHIMIZU;1406;10;16;JAPAN;;6.2;Tsunami;;;;;;;;LIMITED (roughly corresponding to less than $1 million);34.4;138.4;0
PERU;1471;;;PERU;25;8;;;;;;;;;;-16.3;-71;0
GREECE:  KOS;1491;10;;GREECE;;;;5000;;;;;;;SEVERE (~>$5 to $24 million);36.9;27;0
GREECE:  CRETE;1494;07;01;GREECE;;7.2;Tsunami;;;;;;;;MODERATE (~$1 to $5 million);35.5;25.5;0
SPAIN:  CARMONA;1504;04;05;SPAIN;;;;;;;;;;;;37.3;-5.4;0
GERMANY:  BAVARIA:  NORDLINGEN;1510;06;10;GERMANY;;;;2000;;;;;;;;48.8;10.5;0
ITALY:  SCARPERIA;1542;06;13;ITALY;;;;113;;;;;1740;;SEVERE (~>$5 to $24 million);44.07;11.3;0
ITALY:  PICERNO, TITO, BUCCINO;1561;07;31;ITALY;;;;600;;;;;;;MODERATE (~$1 to $5 million);40.5;14.7;0
CHINA:  HEBEI PROVINCE:  QIANAN, LAOTING;1568;04;25;CHINA;;6;;;;;;;;;SEVERE (~>$5 to $24 million);39;119;0
PERU:  ICA;1594;12;18;PERU;;;;40;;;;;;;MODERATE (~$1 to $5 million);-14;-76;0
JAPAN:  SANRIKU;1611;12;02;JAPAN;;8.1;Tsunami;;;;;;;;;39;144.5;0
SWITZERLAND;1616;03;;SWITZERLAND;;;;;;;;;;;SEVERE (~>$5 to $24 million);46.8;8.4;0
SYRIA:  HALAB (ALEPPO);1616;;;SYRIA;;;;;;;;;;;SEVERE (~>$5 to $24 million);36.1;37.1;0
FRANCE:  DURANUS,COARAZE,ROQUESPERVIERA,SAORGE;1618;06;18;FRANCE;;;;;;;;;;;MODERATE (~$1 to $5 million);43.6;7.3;0
GHANA:  FORT DUMA, AWOIN;1636;12;18;GHANA;;5.7;;;;;;;;;SEVERE (~>$5 to $24 million);5.1;-2.2;0
CHINA:  SHANXI PROVINCE;1642;06;30;CHINA;;6;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);35.1;111.1;0
SPAIN:  MENORCA (MINORCA);1654;10;20;SPAIN;;;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);40.1;3.6;0
INDONESIA:  BANDA SEA;1659;11;09;INDONESIA;;;Tsunami;;;;;;;;;-6.92;129.125;0
FRANCE:  BAGNERES DE BIGORRE,LOURDES,BORDEAUX;1660;06;21;FRANCE;;;;;;;;;;;MODERATE (~$1 to $5 million);43.1;0.2;0
IRAN:  LAHIJAN;1667;02;03;IRAN;;;;;;;;;;;SEVERE (~>$5 to $24 million);37.2;50;0
SOUTH KOREA:  KWANGJU,SUNCHANG,UNKYO,KOSAN;1670;10;30;SOUTH KOREA;;6.3;;;;;;;;;MODERATE (~$1 to $5 million);35.9;126.5;0
HAITI:  LEOGANE,PETIT GOAVE;1701;11;09;HAITI;;;;;;;;;;;MODERATE (~$1 to $5 million);18.3;-72.4;0
ICELAND:  SELFOSS;1706;04;20;ICELAND;;;;;;;;;;;SEVERE (~>$5 to $24 million);63.9;-21.2;0
ALGERIA:  ALGIERS;1716;05;;ALGERIA;;;;20000;;;;;;;EXTREME (~$25 million or more);36.8;3;0
TAIWAN:  TAINAN;1721;;;TAIWAN;;;Tsunami;2000;;;;;;;EXTREME (~$25 million or more);23;120.2;0
NORTH KOREA:  HAMHUNG;1727;06;20;NORTH KOREA;;5.7;;;;;;;;;MODERATE (~$1 to $5 million);39.5;127.3;0
JAPAN:  N SANRIKU,MUTSU;1739;08;16;JAPAN;;7.1;;;;;;;;;MODERATE (~$1 to $5 million);40.7;142.3;0
PHILIPPINES:  LEYTE;1743;09;;PHILIPPINES;;;;;;;;;;;SEVERE (~>$5 to $24 million);11.2;124.3;0
MOROCCO:  SALE, CAPE CANTIN;1757;04;15;MOROCCO;;;;3000;;;;;;;SEVERE (~>$5 to $24 million);34;-6.8;0
ITALY:  TYRRHENIAN CALABRIA;1783;02;07;ITALY;;6.6;Tsunami;;;;;;;;SEVERE (~>$5 to $24 million);38.583;16.2;0
ITALY:  MESSINA STRAITS;1784;01;19;ITALY;;4.1;Tsunami;;;;;;;;;38.167;15.633;0
ITALY:  MONTELEONE,SORIANO CALABRO, CAPRI;1791;10;12;ITALY;;;;15;;;;;;;MODERATE (~$1 to $5 million);38.5;16.1;0
AZORES:  FLORES;1793;07;;AZORES (PORTUGAL);;;;;;;;;;;;39.3;-31.1;0
GREECE:  S;1798;06;;GREECE;;;;;;;;;;;;36.2;23;0
FRANCE:  MACHECOUL,BOUIN,ST GILLES,NANTES;1799;01;25;FRANCE;;;;;;;;;;;MODERATE (~$1 to $5 million);46.9;-2;0
ITALY:  CAMERINO;1799;07;28;ITALY;;;;60;;;;;;;SEVERE (~>$5 to $24 million);43.1;13;0
VENEZUELA: CUMANA;1802;08;15;VENEZUELA;;;Tsunami;;;;;;;;;10.3;-64.5;0
GREECE:  PATRAI;1804;06;08;GREECE;;;Tsunami;;;;;;;;SEVERE (~>$5 to $24 million);38.2;21.8;0
CHINA:  XINJIANG PROVINCE;1812;03;08;CHINA;;8;;;;;;;;;;43.7;83;0
NORWAY: RANA REGION: LUROY;1819;08;31;NORWAY;;5.8;Tsunami;;;;;;;;;66.416;12.85;0
BALKANS NW:  CROATIA:  DUBROVNIK;1823;10;;CROATIA;;;;;;;;;;;MODERATE (~$1 to $5 million);42.7;18.2;0
IRAN:  CHAHARDANGEH,SEMNAN,DAMGHAN;1830;04;03;IRAN;;6.5;;;;;;;;;SEVERE (~>$5 to $24 million);36.4;54.3;0
NEW ZEALAND:  NORTH ISLAND:  POVERTY BAY;1831;;;NEW ZEALAND;;;Tsunami;;;;;;;;;-38.7;178;0
ITALY:  BORGO VAL DI TARO;1834;02;14;ITALY;;;;60;;;;;;0.17;LIMITED (roughly corresponding to less than $1 million);44.3;9.4;0
VENEZUELA:  CUMANA;1839;04;12;VENEZUELA;;;;;;;;;;;MODERATE (~$1 to $5 million);10.5;-64.2;0
INDONESIA:  JAVA:  PURWOREJO;1840;01;04;INDONESIA;150;7;Tsunami;;;;;;;;SEVERE (~>$5 to $24 million);-8;110.5;0
PENNSYLVANIA:  PHILADELPHIA;1840;11;11;USA;;5.2;Tsunami;;;;;;;;;39.8;-75.2;0
BANGLADESH:;1842;11;11;BANGLADESH;;6;Tsunami;;;;;;;;LIMITED (roughly corresponding to less than $1 million);24;89.25;0
NICARAGUA:  SAN JUAN DEL NORTE(GREYTOWN);1844;08;;NICARAGUA;;;;;;;;;;;MODERATE (~$1 to $5 million);11;-84;0
ARGENTINA:  SALTA, JUJUY, TUCUMAN;1844;10;19;ARGENTINA;;;;;;;;;;;SEVERE (~>$5 to $24 million);-25;-66;0
ITALY:  ORCIANO, LUCIANA;1846;08;14;ITALY;5;6.1;Tsunami;56;;;;;;;SEVERE (~>$5 to $24 million);43.4;10.6;0
ITALY:  SICILY;1848;01;11;ITALY;;;;;;;;;;;MODERATE (~$1 to $5 million);37.2;15.2;0
CALIFORNIA:  NORTHERN;1851;11;13;USA;;;Tsunami;;;;;;;;;40;-122;0
TURKEY;1852;07;24;TURKEY;;7.3;;17;;;;;;;LIMITED (roughly corresponding to less than $1 million);39.9;41.3;0
RUSSIA:  KURIL ISLANDS;1853;11;;RUSSIA;;;Tsunami;;;;;;;;;47;154;0
IRAN:  TABRIZ, KHVOY (KHOI);1854;09;22;IRAN;;4.5;;;;;;;;;MODERATE (~$1 to $5 million);38.06;45.03;0
INDONESIA:  LAGUNDI, SIMUK, TELLO I;1861;02;16;INDONESIA;70;8.5;Tsunami;;;;;;;;MODERATE (~$1 to $5 million);-1;97.5;0
IRAN:  KIRMAN, CHATRUD;1864;01;17;IRAN;;;;;;;;;;;SEVERE (~>$5 to $24 million);30.6;57;0
NEPAL:  KATHMANDU;1866;05;23;NEPAL;;;;;;;;;;;MODERATE (~$1 to $5 million);27.7;85.3;0
TURKEY:  ERZURUM;1868;04;23;TURKEY;;6.7;;;;;;;;;MODERATE (~$1 to $5 million);40;41.7;0
CHINA:  SICHUAN PROVINCE:  BATANG;1870;04;11;CHINA;;7.3;;2300;;;;;;;EXTREME (~$25 million or more);30;99;0
PERU:  CHINCHA ISLANDS;1871;02;05;PERU;;;Tsunami;;;;;;;;;-13.65;-76.4;0
CHILE:  LIGUA, QUILLOLTA;1873;07;07;CHILE;;;;;;;;;;;SEVERE (~>$5 to $24 million);-32.3;-71.16;0
PAPUA NEW GUINEA:  MACLAY COAST;1873;;;PAPUA NEW GUINEA;;8;Tsunami;;;;;;;;MODERATE (~$1 to $5 million);-5.5;146;0
VANUATU ISLANDS;1875;05;10;VANUATU;;7;Tsunami;;;;;;;;;-18.5;168;0
JAPAN:  RYUKYU ISLANDS;1876;10;26;JAPAN;;;Tsunami;;;;;;;;;;;0
PAPUA NEW GUINEA:  BISMARCK SEA;1878;02;04;PAPUA NEW GUINEA;;;Tsunami;;;;;;;;;-4.25;152.25;0
ALASKA PENINSULA;1880;09;29;USA;;;Tsunami;;;;;;;;;55.8;-155.6;0
CHILE:  NORTHERN;1882;02;23;CHILE;;;Tsunami;;;;;;;;;-33.58;-71.63;0
CHINA:  HEBEI PROVINCE;1882;12;02;CHINA;;5.8;;11;;;;;;;SEVERE (~>$5 to $24 million);38.1;115.5;0
COTE D'IVOIRE:  BAIBU;1889;;;COTE D'IVOIRE;;4.7;;;;;;;;;MODERATE (~$1 to $5 million);6.8;-6.7;0
PHILIPPINES:  SAMAR,LEYTE:  CATBALOGAN,BARUGO;1890;02;07;PHILIPPINES;;;;;;;;;;;MODERATE (~$1 to $5 million);11.2;124.4;0
IRAN:  TASH, ASTRABAD (GORGAN), BASTAM, SHAKHRUD;1890;07;11;IRAN;10;7.2;Tsunami;171;;;;;;;SEVERE (~>$5 to $24 million);36.6;54.6;0
PAKISTAN:  CHAMAN,BALUCHISTAN;1892;12;20;PAKISTAN;;;;;;;;;;;SEVERE (~>$5 to $24 million);30.5;66.2;0
ITALY:  MATTINATA;1893;08;10;ITALY;;;;;;;;;;;;41.75;16;0
ARGENTINA:  LA RIOJA, SAN JUAN, MENDOZA;1894;10;27;ARGENTINA;;7.5;;;;;;;;;MODERATE (~$1 to $5 million);-32;-68.5;0
AUSTRALIA: BEACHPORT,ROBE,KINGSTON,MOUNT GAMBIER;1897;05;10;AUSTRALIA;14;6.5;;;;;;;;;;-37.3;139.7;0
PHILIPPINES:  LUZON;1901;12;14;PHILIPPINES;33;7.8;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);14;122;0
MONGOLIA;1903;02;01;MONGOLIA;60;7.8;;;;;;;;;;48;98;0
CHINA:  SICHUAN PROVINCE;1904;08;30;CHINA;;6;;400;;;;;;;MODERATE (~$1 to $5 million);31.2;100.9;0
INDIA:  KANGRA;1905;04;04;INDIA;25;7.8;Tsunami;19000;;;;;;;EXTREME (~$25 million or more);33;76;0
JAPAN:  NEAR S COAST HONSHU;1906;01;21;JAPAN;340;8.4;;;;;;;;;;34;138;0
INDONESIA:  NW SUMATRA:  GUNUNGSITOLi, BARUS;1907;01;04;INDONESIA;50;7.8;Tsunami;;;;;;;;SEVERE (~>$5 to $24 million);2;94.5;0
PERU;1907;11;16;PERU;150;;;;;;;;;;;-8.01;-76.79;0
PHILIPPINES:  MINDANAO;1908;03;05;PHILIPPINES;;7.5;;;;;;;;;;9;126;0
PAKISTAN;1909;10;20;PAKISTAN;60;7.2;;231;;;;;;;MODERATE (~$1 to $5 million);30;68;0
MEXICO:  MICHOACAN;1911;06;07;MEXICO;11;7.9;;45;22;;;;;;;17.5;-102.5;0
BULGARIA:  TIRNOVO;1913;06;14;BULGARIA;;6.8;;;;;;;;;;43.5;25.5;0
PERU:  CARAVELI, CHUQUIBAMBA, OCONA, ATICO;1913;08;06;PERU;33;7.9;Tsunami;;;;;;;;SEVERE (~>$5 to $24 million);-17;-74;0
PERU:  AREQUIPA;1914;02;26;PERU;130;7.2;Tsunami;;;;;;;;;-17;-72;0
MICRONESIA, FED. STATES OF:  CAROLINE ISLANDS;1914;10;23;PALAU;60;7.6;;;;;;;;;;6;132.5;0
PAPUA NEW GUINEA:  SOLOMON ISLANDS;1916;01;01;PAPUA NEW GUINEA;35;7.9;Tsunami;;;;;;;;LIMITED (roughly corresponding to less than $1 million);-4.739;152.548;0
TURKEY;1916;01;24;TURKEY;33;7.8;;;;;;;;;;41;37;0
ITALY:  TYRRHENIAN SEA;1919;10;22;ITALY;10;5.6;Tsunami;;;;;;;;;41.4;12.6;0
TAIWAN;1920;06;05;TAIWAN;;8;;5;20;;;273;;;MODERATE (~$1 to $5 million);23.5;122.7;0
ITALY:  CENTRAL;1924;11;28;ITALY;;;;;;;;;;;;42.5;12.7;0
ITALY:  N;1927;06;20;ITALY;;;;;;;;;;;;45;7;0
ISRAEL / JORDAN: DAMIYA;1927;07;11;ISRAEL;33;6.3;;268;;;;;;;SEVERE (~>$5 to $24 million);32;35.5;0
ITALY:  CENTRAL;1927;08;16;ITALY;;;;;;;;;;;;42.9;13.1;0
JAPAN:  HONSHU:  IDU;1930;11;25;JAPAN;19;7.1;;259;1285;;;8099;;;EXTREME (~$25 million or more);35;139;0
SW. SUMATRA;1931;09;25;INDONESIA;;7.4;Tsunami;;;;;;;;LIMITED (roughly corresponding to less than $1 million);-5;102.75;0
CHINA:  SICHUAN PROVINCE;1932;03;06;CHINA;;6;;200;;;;;;;LIMITED (roughly corresponding to less than $1 million);30.1;101.8;0
COLOMBIA:  PASTO;1936;08;14;COLOMBIA;;;;18;;;;;;;;1.2;-77.3;0
INDONESIA:  N SUMATERA:  TAPANULI, KARO;1936;09;09;INDONESIA;;;;17;;;;;;;MODERATE (~$1 to $5 million);3.5;97.5;0
TAIWAN;1938;12;06;TAIWAN;;7;;;;;;13;;;LIMITED (roughly corresponding to less than $1 million);22.9;121.5;0
ARGENTINA:  SAN JUAN;1940;01;15;ARGENTINA;;;;;;;;;;;;-31;-69;0
CALIFORNIA / MEXICO;1940;05;19;USA;16;7.2;;9;;;;;;33;EXTREME (~$25 million or more);32.733;-115.5;0
MEXICO:  GUERRERO: PARICUTIN VOLCANO FORMS;1943;02;22;MEXICO;60;7.5;;11;;;;;;;SEVERE (~>$5 to $24 million);16.7;-101.5;0
INDONESIA:  FLORES;1944;03;22;INDONESIA;220;7.5;;;;;;;;;;-8.5;123.5;0
SANRIKU, JAPAN;1945;02;10;JAPAN;20;;Tsunami;;;;;;;;;40.9;142.1;0
CHILE:  ANTOFAGASTA;1948;12;26;CHILE;100;7;Tsunami;;;;;;;;;-22.5;-69;0
SOLOMON ISLANDS:  SOLOMON SEA;1950;11;08;SOLOMON ISLANDS;33;7.3;Tsunami;;;;;;;;;-10;159.5;0
PERU-BOLIVIA;1952;02;26;PERU;;7.5;;;;;;;;;;-14.1;-69.9;0
PHILIPPINES:  BUTUAN;1952;03;19;PHILIPPINES;;7.8;Tsunami;;;;;;;;LIMITED (roughly corresponding to less than $1 million);9.5;127.25;0
IRAN:  TORUD;1953;02;12;IRAN;;6.4;;970;;;;;;;;35.4;55.1;0
NICARAGUA:  MANAGUA;1955;04;04;NICARAGUA;;6.2;;;;;;;;;MODERATE (~$1 to $5 million);13;-87;0
FIJI ISLANDS;1956;05;23;FIJI;430;7.5;;;;;;;;;;-15;-179;0
MYANMAR (BURMA);1956;07;16;MYANMAR (BURMA);39;7;;38;;;;;;;MODERATE (~$1 to $5 million);22.2;95.7;0
GREECE:  VOLOS-AGRIA (MAGNESIA);1956;11;02;GREECE;;5.7;Tsunami;;;;;;;;;39.5;23;0
PHILIPPINES;1957;09;24;PHILIPPINES;60;7.6;;;;;;;;;;5.5;127.5;0
CHINA:  SICHUAN PROVINCE;1958;02;07;CHINA;;6.2;Tsunami;;;;;;;;LIMITED (roughly corresponding to less than $1 million);31.5;104;0
CHINA:  GUANGXI PROVINCE;1958;09;25;CHINA;;5.8;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);22.5;109.5;0
VANUATU ISLANDS;1961;07;23;VANUATU;35;7.3;Tsunami;;;;;;;;;-18.421;168.411;0
IRAN;1961;10;14;IRAN;33;;;2;;;;;;;MODERATE (~$1 to $5 million);33.6;48.1;0
ALBANIA;1962;03;18;ALBANIA;33;6;;15;;;;;;;MODERATE (~$1 to $5 million);40.9;19.5;0
SOLOMON ISLANDS;1963;09;15;SOLOMON ISLANDS;35;7.5;;;;;;;;;;-10.472;165.77;0
COLOMBIA;1966;09;04;COLOMBIA;8;5.2;;6;;;;;;;SEVERE (~>$5 to $24 million);4.6;-73.9;0
CHINA:  SICHUAN PROVINCE;1967;01;24;CHINA;;5.5;;;;;;417;;;MODERATE (~$1 to $5 million);30.2;104.1;0
TURKEY:  TUNCELI;1967;07;26;TURKEY;8;6.2;;97;;;;;;;SEVERE (~>$5 to $24 million);39.5;40.4;0
INDONESIA:  NEW GUINEA:  IRIAN JAYA;1968;05;28;INDONESIA;65;7.7;;;;;;;;;;-2.9;139.3;0
TURKEY;1968;09;24;TURKEY;14;5.1;;2;;;;;;;SEVERE (~>$5 to $24 million);39.2;40.1;0
ECUADOR:  SASQUISILI, PUJILI, LATACUNGA;1969;12;17;ECUADOR;27;4.2;;;;;;;;;SEVERE (~>$5 to $24 million);-0.8;-78.3;0
KAZAKHSTAN:  ALMA-ATA;1970;06;05;KAZAKHSTAN;20;6.6;;;;;;5000;;;SEVERE (~>$5 to $24 million);42.5;78.8;0
ITALY:  PARMA;1971;07;15;ITALY;7;5.2;;2;;;;;;;LIMITED (roughly corresponding to less than $1 million);44.8;10.3;0
PERU:  APURIMAC;1971;10;15;PERU;54;5.7;;5;;;;;;;SEVERE (~>$5 to $24 million);-14.1;-73.3;0
VANUATU ISLANDS:  ESPIRITU SANTO, LUGANILLE;1973;12;28;VANUATU;26;7.5;;;;;;;;;MODERATE (~$1 to $5 million);-14.46;166.6;0
VANUATU ISLANDS:  LUGANVILLE, LAMAP;1973;12;29;VANUATU;47;7.2;;;;;;;;;MODERATE (~$1 to $5 million);-15.12;166.9;0
JAPAN:  OITA, AROSAN;1975;04;20;JAPAN;7;6.1;;;8;;;;;;SEVERE (~>$5 to $24 million);33.19;131.3;0
IRAN:  BAB-TANGOL;1977;12;19;IRAN;31;5.8;;584;1000;;;;;;SEVERE (~>$5 to $24 million);30.95;56.47;0
BALKANS NW:  SERBIA:  BRUS;1978;04;13;SERBIA;33;5.7;;;;;;;;;MODERATE (~$1 to $5 million);43.269;20.919;0
BALKANS NW:  MONTENEGRO;1979;04;15;MONTENEGRO;10;6.9;Tsunami;131;1001;;;;;2700;EXTREME (~$25 million or more);42.096;19.209;0
AZORES:   TERCEIRA, ANGRA DO HEROISMO;1980;01;01;AZORES (PORTUGAL);13;6.9;Tsunami;69;600;;;;;5;MODERATE (~$1 to $5 million);38.727;-27.75;0
GREECE:  VOLOS;1980;07;12;GREECE;10;4;;1;;;;;;5;MODERATE (~$1 to $5 million);39.203;22.729;0
VENEZUELA-N COLOMBIA;1981;10;18;COLOMBIA;54;5.4;;15;;;;;;5;MODERATE (~$1 to $5 million);8.117;-72.527;0
JAPAN:  HONSHU:  AKITA;1983;05;26;JAPAN;24;7.7;Tsunami;4;324;;;;;800;EXTREME (~$25 million or more);40.462;139.102;0
BELGIUM;1983;11;08;BELGIUM;10;5;;2;30;;;;;50;EXTREME (~$25 million or more);50.696;5.346;0
INDIA:  ASSAM, CACHAR DISTRICT;1984;12;30;INDIA;23;5.6;;20;100;;;;;;SEVERE (~>$5 to $24 million);24.641;92.891;0
PAPUA NEW GUINEA:  NEW BRITAIN:  RABAUL;1985;07;03;PAPUA NEW GUINEA;46;7.2;Tsunami;;;;;;;1;MODERATE (~$1 to $5 million);-4.439;152.828;0
ALGERIA:  ANNABA-SETIF-SOUK;1985;10;27;ALGERIA;10;5.9;;6;;;;;;;LIMITED (roughly corresponding to less than $1 million);36.46;6.761;0
ITALY:  SICILY;1985;12;25;ITALY;10;4.3;;1;14;;;;;;LIMITED (roughly corresponding to less than $1 million);37.688;15.068;0
INDONESIA:  SUMATERA:  S, HAHAT, MUARAENIM;1986;01;29;INDONESIA;33;5;;;2;;;;;;SEVERE (~>$5 to $24 million);-3.904;103.461;0
INDIA:  KASHMIR:  DHARMSALA,  LAHORE, PAKISTAN;1986;04;26;INDIA;33;5.3;;6;30;;;;;;SEVERE (~>$5 to $24 million);32.128;76.374;0
TAIWAN:  HUALIEN;1986;05;20;TAIWAN;19;6.4;;1;5;;;;;;LIMITED (roughly corresponding to less than $1 million);24.125;121.619;0
CALIFORNIA:  SAN DIEGO, NEWPORT BEACH;1986;07;13;USA;6;5.8;;;;;;;;0.7;LIMITED (roughly corresponding to less than $1 million);32.97;-117.869;0
BRAZIL:  JOAO CAMARA, NATAL;1986;11;30;BRAZIL;5;4.8;;1;;;;1500;;5;MODERATE (~$1 to $5 million);-5.494;-35.769;0
PHILIPPINES:  LUZON:  LAOAG;1988;06;24;PHILIPPINES;53;5.4;Tsunami;;;;;;;;;18.606;121.013;0
IRAN:  DO GOBADAN, FARS, YASUJ;1989;05;27;IRAN;31;5.8;;114;;;;;;5;MODERATE (~$1 to $5 million);30.167;50.921;0
CALIFORNIA:  LOMA PRIETA;1989;10;18;USA;19;6.9;Tsunami;62;3757;;;;;5600;EXTREME (~$25 million or more);37.036;-121.883;0
PERU:  N, RIOJA, MOYOBAMBA, IQUITOS;1990;06;09;PERU;26;4.9;;1;;;;14;;;LIMITED (roughly corresponding to less than $1 million);-6.062;-77.136;0
INDONESIA:  JAVA:  W, KUNINGAN, MAJALENGA;1990;07;06;INDONESIA;14;4.8;;;103;;;10300;;;SEVERE (~>$5 to $24 million);-6.904;108.12;0
INDONESIA:   N SUMATERA, BLANGKEJEREN, KUTACANE;1990;11;15;INDONESIA;48;6.8;;1;32;;;;;2.1;MODERATE (~$1 to $5 million);3.908;97.457;0
RUSSIA:  KURIL ISLANDS;1991;02;16;RUSSIA;39;5.7;Tsunami;;;;;;;;;48.268;154.328;0
GEORGIA:  DZHAVA, TSKHINVALI, OSSETIA;1991;06;15;GEORGIA;9;6.1;;8;200;;;;;;SEVERE (~>$5 to $24 million);42.461;44.009;0
IRAN:  LORDEGAN ARDAL AREA;1992;03;04;IRAN;18;4.6;;6;50;;;300;;;MODERATE (~$1 to $5 million);31.726;50.778;0
IRAN:  NEHBANDAN;1993;01;27;IRAN;33;5.1;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);32.104;60.088;0
PAPUA NEW GUINEA:  EASTERN:  UPPER MARKHAM VALLEY;1993;10;13;PAPUA NEW GUINEA;25;6.9;;60;200;;;;;5;MODERATE (~$1 to $5 million);-5.889;146.02;0
COLOMBIA:  CALI, PEREIRA, ARMENIA, CALARCA;1995;02;08;COLOMBIA;74;6.4;;45;400;;;2000;;50;EXTREME (~$25 million or more);4.104;-76.622;0
PAPUA NEW GUINEA:  RABAUL, KOKOPO, NEW BRITAIN;1995;08;16;PAPUA NEW GUINEA;30;7.7;Tsunami;;;;;;;;LIMITED (roughly corresponding to less than $1 million);-5.799;154.178;0
ALASKA:  ANDREANOF ISLANDS;1996;06;10;USA;24;7.3;Tsunami;;;;;;;;;51.478;-176.847;0
ALBANIA:  BERAT, URA VAJGURORE, GRAMSH, CERRIK;1997;01;12;ALBANIA;10;4.7;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);40.956;19.672;0
PAKISTAN:  HARNAI-SIBI, QUETTA;1997;02;27;PAKISTAN;33;7.1;;60;;;;500;500;;MODERATE (~$1 to $5 million);29.976;68.208;0
CHILE:  PUEBLO NUEVO, COQUIMBO, LA CHIMBA;1997;10;15;CHILE;58;7.1;;8;300;;;5000;15700;48;EXTREME (~$25 million or more);-30.933;-71.22;0
INDONESIA:  SULAWESI:  MINAHASSA PENINSULA,GORONTALO;1997;11;25;INDONESIA;24;7;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);1.241;122.536;0
